特效ID,注释,"作用对象(0.全体,1.目标,2.目标方全体,3.目标方随机单体,4，目标方随机2人，5.目标方随机3人，6.目标方随机4人，11.释放者,12.释放者方全体,13.释放者方随机单体,14. 释放者方目标单体 其它.特殊规则待扩展)",BUFF时机（1.施放技能前，2.施放技能后，3.进入战斗回合，4.死亡时）,"触发条件(-1.击中目标时,-2.没击中目标时,0.一定触发,1-100.概率触发)","效果持续回合(-2.失去目标前有效,-1.当前战斗结束前有效,0.使用完立刻失效,>0.轮到作用对象行动时减1回合，减到0则效果消失)",每减少一个回合时触发的效果，引用本表id,效果结束时触发的效果，0则不触发任何效果，引用本表id(例如预知未来),类别ID,"同效果叠加(0:新生成,1:回合相加,2:无效,3:覆盖,4:同类型叠加,5:同类型无效,6:同类型覆盖)","效果类型(1正面效果,2负面效果)",效果(说明文字，程序不用),效果的持续特效资源,物攻提升百分比,物防提升百分比,特攻提升百分比,特防提升百分比,速度提升百分比,命中提升百分比,闪避提升百分比,暴击率提升百分比,暴击伤害提升百分比,最终伤害提升百分比,回复（释放者）物攻值百分比的生命值,回复（释放者）特攻值百分比的生命值,回复（释放者）生命上限百分比的生命值,回复（释放者）当前生命值百分比的生命值,回复（目标）物攻值百分比的生命值,回复（目标）特攻值百分比的生命值,回复（目标）生命上限百分比的生命值,回复（目标）当前生命值百分比的生命值,回复造成伤害百分比的生命值,随机使用技能,随机攻击目标,不能行动,解除所有负面效果,恢复SP,火系技能威力提升百分比,水系技能威力提升百分比,草系技能威力提升百分比,妖系技能威力提升百分比,恶系技能威力提升百分比,龙系技能威力提升百分比,冰系技能威力百分比,鬼系技能威力百分比,普通系技能威力,电系技能威力,虫系技能威力,飞行系技能威力,地面系技能威力,岩石系技能威力,格斗系技能威力,超能系技能威力,钢系技能威力,毒系技能威力,物理系技能威力提升百分比,特攻系技能威力提升百分比
412005,1,-1,,-1,-1,,,,3,1,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412101,1,-1,,-1,-1,,,,3,1,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412102,1,-1,,-1,-1,,,,3,1,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412103,1,-1,,-1,-1,,,,3,1,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412104,1,-1,,-1,-1,,,,3,1,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412105,1,-1,,-1,-1,,,,3,1,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412201,1,-1,,8,1,,,,2,1,,,,,0.06,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412202,1,-1,,10,1,,,,2,1,,,,,0.07,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412203,1,-1,,12,1,,,,2,1,,,,,0.08,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412204,1,-1,,14,1,,,,2,1,,,,,0.09,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412205,1,-1,,16,1,,,,2,1,,,,,0.1,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412301,1,-1,,15,0,,,,2,2,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412302,1,-1,,20,0,,,,2,2,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412303,1,-1,,25,0,,,,2,2,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412304,1,-1,,30,0,,,,2,2,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412305,1,-1,,35,0,,,,2,2,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412401,1,-1,,-1,-1,,,,2,1,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412402,1,-1,,-1,-1,,,,2,1,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412403,1,-1,,-1,-1,,,,2,1,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412404,1,-1,,-1,-1,,,,2,1,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412405,1,-1,,-1,-1,,,,2,1,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412501,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412502,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412503,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412504,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412505,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412601,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412602,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412603,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412604,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412605,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412701,1,-1,,-1,2,,,,3,2,,,,,,,0.15,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412702,1,-1,,-1,2,,,,3,2,,,,,,,0.2,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412703,1,-1,,-1,2,,,,3,2,,,,,,,0.25,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412704,1,-1,,-1,2,,,,3,2,,,,,,,0.3,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412705,1,-1,,-1,2,,,,3,2,,,,,,,0.35,,,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412801,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412802,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412803,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412804,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412805,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412901,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412902,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412903,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412904,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412905,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413001,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413002,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413003,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413004,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413005,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413101,1,-1,,-1,0,,,,2,2,,,,,,,-0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413102,1,-1,,-1,0,,,,2,2,,,,,,,-0.06,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413103,1,-1,,-1,0,,,,2,2,,,,,,,-0.08,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413104,1,-1,,-1,0,,,,2,2,,,,,,,-0.1,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413105,1,-1,,-1,0,,,,2,2,,,,,,,-0.12,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413201,1,-1,,-1,2,,,,2,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413202,1,-1,,-1,2,,,,2,1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413203,1,-1,,-1,2,,,,2,1,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413204,1,-1,,-1,2,,,,2,1,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413205,1,-1,,-1,2,,,,2,1,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413301,1,-1,,-1,0,,,,3,2,,,,0.1,,0.1,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413302,1,-1,,-1,0,,,,3,2,,,,0.15,,0.15,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413303,1,-1,,-1,0,,,,3,2,,,,0.2,,0.2,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413304,1,-1,,-1,0,,,,3,2,,,,0.25,,0.25,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413305,1,-1,,-1,0,,,,3,2,,,,0.3,,0.3,,,,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413401,1,-1,,-1,0,,,,3,2,,,,0.1,,0.1,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413402,1,-1,,-1,0,,,,3,2,,,,0.15,,0.15,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413403,1,-1,,-1,0,,,,3,2,,,,0.2,,0.2,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413404,1,-1,,-1,0,,,,3,2,,,,0.25,,0.25,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413405,1,-1,,-1,0,,,,3,2,,,,0.3,,0.3,,,,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413501,1,-1,,-1,0,,,,3,2,,,,,,,0.03,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413502,1,-1,,-1,0,,,,3,2,,,,,,,0.04,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413503,1,-1,,-1,0,,,,3,2,,,,,,,0.05,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413504,1,-1,,-1,0,,,,3,2,,,,,,,0.06,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413505,1,-1,,-1,0,,,,3,2,,,,,,,0.07,,,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413601,1,-1,,-1,0,,,,3,2,,,-0.06,,-0.06,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413602,1,-1,,-1,0,,,,3,2,,,-0.08,,-0.08,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413603,1,-1,,-1,0,,,,3,2,,,-0.1,,-0.1,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413604,1,-1,,-1,0,,,,3,2,,,-0.12,,-0.12,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413605,1,-1,,-1,0,,,,3,2,,,-0.14,,-0.14,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413701,1,-1,,4,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
413702,1,-1,,6,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
413703,1,-1,,8,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
413704,1,-1,,10,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
413705,1,-1,,12,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
413801,1,-1,,-1,0,,,,3,1,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413802,1,-1,,-1,0,,,,3,1,,,0.08,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413803,1,-1,,-1,0,,,,3,1,,,0.12,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413804,1,-1,,-1,0,,,,3,1,,,0.14,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413805,1,-1,,-1,0,,,,3,1,,,0.16,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413901,1,-1,,30,3,,,,3,1,,2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413902,1,-1,,35,3,,,,3,1,,2,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413903,1,-1,,40,3,,,,3,1,,2,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413904,1,-1,,45,3,,,,3,1,,2,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413905,1,-1,,50,3,,,,3,1,,2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414001,1,-1,,35,0,,,,3,1,,,,,,,0.04,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414002,1,-1,,35,0,,,,3,1,,,,,,,0.04,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414003,1,-1,,35,0,,,,3,1,,,,,,,0.04,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414004,1,-1,,35,0,,,,3,1,,,,,,,0.04,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414005,1,-1,,35,0,,,,3,1,,,,,,,0.04,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414101,1,-1,,-1,3,,,,3,2,,,-0.05,,-0.05,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414102,1,-1,,-1,3,,,,3,2,,,-0.05,,-0.05,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414103,1,-1,,-1,3,,,,3,2,,,-0.05,,-0.05,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414104,1,-1,,-1,3,,,,3,2,,,-0.05,,-0.05,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414105,1,-1,,-1,3,,,,3,2,,,-0.05,,-0.05,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414201,1,-1,,-1,-1,,,,3,1,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414202,1,-1,,-1,-1,,,,3,1,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414203,1,-1,,-1,-1,,,,3,1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414204,1,-1,,-1,-1,,,,3,1,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414205,1,-1,,-1,-1,,,,3,1,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414301,1,-1,,20,0,,,,3,2,,,,-0.15,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414302,1,-1,,25,0,,,,3,2,,,,-0.15,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414303,1,-1,,30,0,,,,3,2,,,,-0.15,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414304,1,-1,,35,0,,,,3,2,,,,-0.15,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414305,1,-1,,40,0,,,,3,2,,,,-0.15,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414401,1,-1,,20,2,,,,3,1,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414402,1,-1,,25,2,,,,3,1,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414403,1,-1,,30,2,,,,3,1,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414404,1,-1,,35,2,,,,3,1,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414405,1,-1,,40,2,,,,3,1,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414501,1,-1,,30,0,,,,2,2,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414502,1,-1,,33,0,,,,2,2,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414503,1,-1,,36,0,,,,2,2,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414504,1,-1,,39,0,,,,2,2,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414505,1,-1,,42,0,,,,2,2,,,,,,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414601,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414602,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414603,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414604,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414605,0,-1,,-1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414701,1,-1,,-1,-1,,,,3,1,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414702,1,-1,,-1,-1,,,,3,1,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414703,1,-1,,-1,-1,,,,3,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414704,1,-1,,-1,-1,,,,3,1,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414705,1,-1,,-1,-1,,,,3,1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414801,1,-1,,-1,0,,,,3,1,,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414802,1,-1,,-1,0,,,,3,1,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414803,1,-1,,-1,0,,,,3,1,,,,0.08,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414804,1,-1,,-1,0,,,,3,1,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414805,1,-1,,-1,0,,,,3,1,,,,0.12,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414901,1,-1,,-1,-1,,,,3,2,,,,0.16,,0.16,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414902,1,-1,,-1,-1,,,,3,2,,,,0.2,,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414903,1,-1,,-1,-1,,,,3,2,,,,0.24,,0.24,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414904,1,-1,,-1,-1,,,,3,2,,,,0.28,,0.28,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414905,1,-1,,-1,-1,,,,3,2,,,,0.32,,0.32,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415001,1,-1,,-1,0,,,,3,1,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415002,1,-1,,-1,0,,,,3,1,,,,0.12,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415003,1,-1,,-1,0,,,,3,1,,,,0.14,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415004,1,-1,,-1,0,,,,3,1,,,,0.16,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415005,1,-1,,-1,0,,,,3,1,,,,0.18,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415101,1,-1,,-1,0,,,,3,1,,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415102,1,-1,,-1,0,,,,3,1,,,,0.05,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415103,1,-1,,-1,0,,,,3,1,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415104,1,-1,,-1,0,,,,3,1,,,,0.07,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415105,1,-1,,-1,0,,,,3,1,,,,0.08,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415201,1,-1,,14,0,,,,3,1,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415202,1,-1,,18,0,,,,3,1,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415203,1,-1,,22,0,,,,3,1,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415204,1,-1,,26,0,,,,3,1,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415205,1,-1,,30,0,,,,3,1,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415301,1,-1,,10,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
415302,1,-1,,11,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
415303,1,-1,,12,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
415304,1,-1,,13,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
415305,1,-1,,14,1,,,,3,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
415401,1,-1,,50,0,,,,3,2,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415402,1,-1,,50,0,,,,3,2,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415403,1,-1,,50,0,,,,3,2,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415404,1,-1,,55,0,,,,3,2,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415405,1,-1,,60,0,,,,3,2,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415501,0,-1,,-1,0,,,,3,2,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415502,0,-1,,-1,0,,,,3,2,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415503,0,-1,,-1,0,,,,3,2,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415504,0,-1,,-1,0,,,,3,2,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415505,0,-1,,-1,0,,,,3,2,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000001,,1,,0,2,,,,3,,神器特性,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1000002,,1,,0,3,,,,3,,麻痹,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1000011,,1,,0,2,,,,3,,睡眠,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1000012,,1,,0,3,,,,3,,睡眠,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1000021,,1,,0,2,,,,3,,混乱,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
