关卡id,关卡id分段注释,宝可梦id（填-1是随机宝可梦）,等级,阵型所属格子,携带技能(不填为宝可梦该等级所拥有的技能）,BOSS缩放,固定血量值,血量个体值,物攻个体值,特攻个体值,物防个体值,特防个体值,速度个体值,血量努力值,物攻努力值,特攻努力值,物防努力值,特防努力值,速度努力值,亲密度等级,星级,增益效果1,增益效果1参数,增益效果2,增益效果2参数,死亡时增加的血量努力值,死亡时增加的物攻努力值,死亡时增加的特攻努力值,死亡时增加的物防努力值,死亡时增加的特防努力值,死亡时增加的速度努力值,亲密度增加经验
5273,,1903,99,3,,,,4503,4503,4503,4503,4503,4503,0,0,0,0,0,0,24,20,,,,,,,,,,,
5273,,1303,99,4,,,,4503,4503,4503,4503,4503,4503,0,0,0,0,0,0,24,20,,,,,,,,,,,
5273,,301354,99,6,,,,4503,4503,4503,4503,4503,4503,0,0,0,0,0,0,24,20,,,,,,,,,,,
5273,,1562,99,8,,,,4503,4503,4503,4503,4503,4503,0,0,0,0,0,0,24,20,,,,,,,,,,,
5273,,301208,99,1,,,,4503,4503,4503,4503,4503,4503,0,0,0,0,0,0,24,20,,,,,,,,,,,
5274,,301445,99,2,,,,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,24,20,,,,,,,,,,,
5274,,1394,99,3,,,,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,24,20,,,,,,,,,,,
5274,,301257,99,4,,,,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,24,20,,,,,,,,,,,
5274,,1646,99,6,,,,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,24,20,,,,,,,,,,,
5274,,1012,99,8,,,,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,24,20,,,,,,,,,,,
5274,,301254,99,1,,,,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,24,20,,,,,,,,,,,
5275,,301094,99,2,,,,4505,4505,4505,4505,4505,4505,0,0,0,0,0,0,24,20,,,,,,,,,,,
5275,,1156,99,3,,,,4505,4505,4505,4505,4505,4505,0,0,0,0,0,0,24,20,,,,,,,,,,,
5275,,1462,99,4,,,,4505,4505,4505,4505,4505,4505,0,0,0,0,0,0,24,20,,,,,,,,,,,
5275,,1384,99,5,,,,4505,4505,4505,4505,4505,4505,0,0,0,0,0,0,24,20,,,,,,,,,,,
5275,,1049,99,7,,,,4505,4505,4505,4505,4505,4505,0,0,0,0,0,0,24,20,,,,,,,,,,,
5275,,301373,99,1,,1.6,854550,4505,20288,20288,4505,4505,7208,4505,4505,4505,4505,4505,4505,24,20,,,,,,,,,,,
5276,,301251,99,1,,,,4506,4506,4506,4506,4506,4506,0,0,0,0,0,0,24,20,,,,,,,,,,,
5276,,1073,99,5,,,,4506,4506,4506,4506,4506,4506,0,0,0,0,0,0,24,20,,,,,,,,,,,
5276,,301487,99,6,,,,4506,4506,4506,4506,4506,4506,0,0,0,0,0,0,24,20,,,,,,,,,,,
5276,,301260,99,7,,,,4506,4506,4506,4506,4506,4506,0,0,0,0,0,0,24,20,,,,,,,,,,,
5276,,1362,99,8,,,,4506,4506,4506,4506,4506,4506,0,0,0,0,0,0,24,20,,,,,,,,,,,
5276,,301359,99,9,,,,4506,4506,4506,4506,4506,4506,0,0,0,0,0,0,24,20,,,,,,,,,,,
5277,,301065,99,2,,,,4507,4507,4507,4507,4507,4507,0,0,0,0,0,0,24,20,,,,,,,,,,,
5277,,1247,99,3,,,,4507,4507,4507,4507,4507,4507,0,0,0,0,0,0,24,20,,,,,,,,,,,
5277,,1646,99,4,,,,4507,4507,4507,4507,4507,4507,0,0,0,0,0,0,24,20,,,,,,,,,,,
5277,,1646,99,5,,,,4507,4507,4507,4507,4507,4507,0,0,0,0,0,0,24,20,,,,,,,,,,,
5277,,1085,99,7,,,,4507,4507,4507,4507,4507,4507,0,0,0,0,0,0,24,20,,,,,,,,,,,
5277,,301142,99,1,,,,4507,4507,4507,4507,4507,4507,0,0,0,0,0,0,24,20,,,,,,,,,,,
5278,,301229,99,1,,,,4508,4508,4508,4508,4508,4508,0,0,0,0,0,0,24,20,,,,,,,,,,,
5278,,1122,99,2,,,,4508,4508,4508,4508,4508,4508,0,0,0,0,0,0,24,20,,,,,,,,,,,
5278,,1026,99,4,,,,4508,4508,4508,4508,4508,4508,0,0,0,0,0,0,24,20,,,,,,,,,,,
5278,,1487,99,5,,,,4508,4508,4508,4508,4508,4508,0,0,0,0,0,0,24,20,,,,,,,,,,,
5278,,1500,99,7,,,,4508,4508,4508,4508,4508,4508,0,0,0,0,0,0,24,20,,,,,,,,,,,
5278,,501718,99,9,,,,4508,4508,4508,4508,4508,4508,0,0,0,0,0,0,24,20,,,,,,,,,,,
5279,,301254,99,1,,,,4509,4509,4509,4509,4509,4509,0,0,0,0,0,0,24,20,,,,,,,,,,,
5279,,1229,99,5,,,,4509,4509,4509,4509,4509,4509,0,0,0,0,0,0,24,20,,,,,,,,,,,
5279,,1383,99,6,,,,4509,4509,4509,4509,4509,4509,0,0,0,0,0,0,24,20,,,,,,,,,,,
5279,,301251,99,7,,,,4509,4509,4509,4509,4509,4509,0,0,0,0,0,0,24,20,,,,,,,,,,,
5279,,1128,99,8,,,,4509,4509,4509,4509,4509,4509,0,0,0,0,0,0,24,20,,,,,,,,,,,
5279,,301006,99,9,,,,4509,4509,4509,4509,4509,4509,0,0,0,0,0,0,24,20,,,,,,,,,,,
5280,,301445,99,1,,,,4510,4510,4510,4510,4510,4510,0,0,0,0,0,0,24,20,,,,,,,,,,,
5280,,1306,99,2,,,,4510,4510,4510,4510,4510,4510,0,0,0,0,0,0,24,20,,,,,,,,,,,
5280,,1292,99,4,,,,4510,4510,4510,4510,4510,4510,0,0,0,0,0,0,24,20,,,,,,,,,,,
5280,,301208,99,5,,,,4510,4510,4510,4510,4510,4510,0,0,0,0,0,0,24,20,,,,,,,,,,,
5280,,1047,99,7,,,,4510,4510,4510,4510,4510,4510,0,0,0,0,0,0,24,20,,,,,,,,,,,
5280,,301445,99,9,,1.6,854550,4510,20310,20310,4510,4510,7216,4510,4510,4510,4510,4510,4510,24,20,,,,,,,,,,,
5281,,301362,99,2,,,,4511,4511,4511,4511,4511,4511,0,0,0,0,0,0,24,20,,,,,,,,,,,
5281,,1228,99,3,,,,4511,4511,4511,4511,4511,4511,0,0,0,0,0,0,24,20,,,,,,,,,,,
5281,,1251,99,4,,,,4511,4511,4511,4511,4511,4511,0,0,0,0,0,0,24,20,,,,,,,,,,,
5281,,301015,99,6,,,,4511,4511,4511,4511,4511,4511,0,0,0,0,0,0,24,20,,,,,,,,,,,
5281,,1305,99,8,,,,4511,4511,4511,4511,4511,4511,0,0,0,0,0,0,24,20,,,,,,,,,,,
5281,,301127,99,1,,,,4511,4511,4511,4511,4511,4511,0,0,0,0,0,0,24,20,,,,,,,,,,,
5282,,301428,99,2,,,,4512,4512,4512,4512,4512,4512,0,0,0,0,0,0,24,20,,,,,,,,,,,
5282,,1446,99,3,,,,4512,4512,4512,4512,4512,4512,0,0,0,0,0,0,24,20,,,,,,,,,,,
5282,,301319,99,4,,,,4512,4512,4512,4512,4512,4512,0,0,0,0,0,0,24,20,,,,,,,,,,,
5282,,301282,99,5,,,,4512,4512,4512,4512,4512,4512,0,0,0,0,0,0,24,20,,,,,,,,,,,
5282,,1371,99,7,,,,4512,4512,4512,4512,4512,4512,0,0,0,0,0,0,24,20,,,,,,,,,,,
5282,,1383,99,9,,,,4512,4512,4512,4512,4512,4512,0,0,0,0,0,0,24,20,,,,,,,,,,,
5283,,301212,99,3,,,,4513,4513,4513,4513,4513,4513,0,0,0,0,0,0,24,20,,,,,,,,,,,
5283,,1228,99,2,,,,4513,4513,4513,4513,4513,4513,0,0,0,0,0,0,24,20,,,,,,,,,,,
5283,,1350,99,4,,,,4513,4513,4513,4513,4513,4513,0,0,0,0,0,0,24,20,,,,,,,,,,,
5283,,301142,99,5,,,,4513,4513,4513,4513,4513,4513,0,0,0,0,0,0,24,20,,,,,,,,,,,
5283,,1022,99,7,,,,4513,4513,4513,4513,4513,4513,0,0,0,0,0,0,24,20,,,,,,,,,,,
5283,,301251,99,1,,,,4513,4513,4513,4513,4513,4513,0,0,0,0,0,0,24,20,,,,,,,,,,,
5284,,301302,99,2,,,,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,24,20,,,,,,,,,,,
5284,,1181,99,3,,,,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,24,20,,,,,,,,,,,
5284,,1212,99,4,,,,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,24,20,,,,,,,,,,,
5284,,301094,99,6,,,,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,24,20,,,,,,,,,,,
5284,,1499,99,8,,,,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,24,20,,,,,,,,,,,
5284,,301303,99,1,,,,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,24,20,,,,,,,,,,,
5285,,301208,99,2,,,,4515,4515,4515,4515,4515,4515,0,0,0,0,0,0,24,20,,,,,,,,,,,
5285,,1093,99,3,,,,4515,4515,4515,4515,4515,4515,0,0,0,0,0,0,24,20,,,,,,,,,,,
5285,,1150,99,4,,,,4515,4515,4515,4515,4515,4515,0,0,0,0,0,0,24,20,,,,,,,,,,,
5285,,301718,99,6,,,,4515,4515,4515,4515,4515,4515,0,0,0,0,0,0,24,20,,,,,,,,,,,
5285,,1356,99,8,,,,4515,4515,4515,4515,4515,4515,0,0,0,0,0,0,24,20,,,,,,,,,,,
5285,,301009,99,1,,1.6,854550,4515,20333,20333,4515,4515,7224,4515,4515,4515,4515,4515,4515,24,20,,,,,,,,,,,
5286,,1382,99,2,,,,4516,4516,4516,4516,4516,4516,0,0,0,0,0,0,24,20,,,,,,,,,,,
5286,,1484,99,3,,,,4516,4516,4516,4516,4516,4516,0,0,0,0,0,0,24,20,,,,,,,,,,,
5286,,1214,99,4,,,,4516,4516,4516,4516,4516,4516,0,0,0,0,0,0,24,20,,,,,,,,,,,
5286,,301718,99,5,,,,4516,4516,4516,4516,4516,4516,0,0,0,0,0,0,24,20,,,,,,,,,,,
5286,,1428,99,7,,,,4516,4516,4516,4516,4516,4516,0,0,0,0,0,0,24,20,,,,,,,,,,,
5286,,1151,99,1,,,,4516,4516,4516,4516,4516,4516,0,0,0,0,0,0,24,20,,,,,,,,,,,
5287,,1151,99,1,,,,4517,4517,4517,4517,4517,4517,0,0,0,0,0,0,24,20,,,,,,,,,,,
5287,,1208,99,5,,,,4517,4517,4517,4517,4517,4517,0,0,0,0,0,0,24,20,,,,,,,,,,,
5287,,1143,99,6,,,,4517,4517,4517,4517,4517,4517,0,0,0,0,0,0,24,20,,,,,,,,,,,
5287,,301212,99,7,,,,4517,4517,4517,4517,4517,4517,0,0,0,0,0,0,24,20,,,,,,,,,,,
5287,,1186,99,8,,,,4517,4517,4517,4517,4517,4517,0,0,0,0,0,0,24,20,,,,,,,,,,,
5287,,1383,99,9,,,,4517,4517,4517,4517,4517,4517,0,0,0,0,0,0,24,20,,,,,,,,,,,
5288,,1250,99,2,,,,4518,4518,4518,4518,4518,4518,0,0,0,0,0,0,24,20,,,,,,,,,,,
5288,,1371,99,3,,,,4518,4518,4518,4518,4518,4518,0,0,0,0,0,0,24,20,,,,,,,,,,,
5288,,1323,99,4,,,,4518,4518,4518,4518,4518,4518,0,0,0,0,0,0,24,20,,,,,,,,,,,
5288,,1250,99,5,,,,4518,4518,4518,4518,4518,4518,0,0,0,0,0,0,24,20,,,,,,,,,,,
5288,,1068,99,7,,,,4518,4518,4518,4518,4518,4518,0,0,0,0,0,0,24,20,,,,,,,,,,,
5288,,301015,99,1,,,,4518,4518,4518,4518,4518,4518,0,0,0,0,0,0,24,20,,,,,,,,,,,
5289,,301376,99,1,,,,4519,4519,4519,4519,4519,4519,0,0,0,0,0,0,24,20,,,,,,,,,,,
5289,,1012,99,2,,,,4519,4519,4519,4519,4519,4519,0,0,0,0,0,0,24,20,,,,,,,,,,,
5289,,301257,99,4,,,,4519,4519,4519,4519,4519,4519,0,0,0,0,0,0,24,20,,,,,,,,,,,
5289,,301376,99,5,,,,4519,4519,4519,4519,4519,4519,0,0,0,0,0,0,24,20,,,,,,,,,,,
5289,,1260,99,7,,,,4519,4519,4519,4519,4519,4519,0,0,0,0,0,0,24,20,,,,,,,,,,,
5289,,301065,99,9,,,,4519,4519,4519,4519,4519,4519,0,0,0,0,0,0,24,20,,,,,,,,,,,
5290,,1249,99,1,,,,4520,4520,4520,4520,4520,4520,0,0,0,0,0,0,24,20,,,,,,,,,,,
5290,,1391,99,5,,,,4520,4520,4520,4520,4520,4520,0,0,0,0,0,0,24,20,,,,,,,,,,,
5290,,1642,99,6,,,,4520,4520,4520,4520,4520,4520,0,0,0,0,0,0,24,20,,,,,,,,,,,
5290,,1250,99,7,,,,4520,4520,4520,4520,4520,4520,0,0,0,0,0,0,24,20,,,,,,,,,,,
5290,,1062,99,8,,,,4520,4520,4520,4520,4520,4520,0,0,0,0,0,0,24,20,,,,,,,,,,,
5290,,501718,99,9,,1.6,854550,4520,20355,20355,4520,4520,7232,4520,4520,4520,4520,4520,4520,24,20,,,,,,,,,,,
5291,,301354,99,1,,,,4521,4521,4521,4521,4521,4521,0,0,0,0,0,0,24,20,,,,,,,,,,,
5291,,1080,99,2,,,,4521,4521,4521,4521,4521,4521,0,0,0,0,0,0,24,20,,,,,,,,,,,
5291,,301303,99,4,,,,4521,4521,4521,4521,4521,4521,0,0,0,0,0,0,24,20,,,,,,,,,,,
5291,,301385,99,5,,,,4521,4521,4521,4521,4521,4521,0,0,0,0,0,0,24,20,,,,,,,,,,,
5291,,1622,99,7,,,,4521,4521,4521,4521,4521,4521,0,0,0,0,0,0,24,20,,,,,,,,,,,
5291,,301130,99,9,,,,4521,4521,4521,4521,4521,4521,0,0,0,0,0,0,24,20,,,,,,,,,,,
5292,,301310,99,2,,,,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,24,20,,,,,,,,,,,
5292,,1460,99,3,,,,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,24,20,,,,,,,,,,,
5292,,1376,99,4,,,,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,24,20,,,,,,,,,,,
5292,,301248,99,6,,,,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,24,20,,,,,,,,,,,
5292,,1065,99,8,,,,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,24,20,,,,,,,,,,,
5292,,301428,99,1,,,,4522,4522,4522,4522,4522,4522,0,0,0,0,0,0,24,20,,,,,,,,,,,
5293,,501718,99,2,,,,4523,4523,4523,4523,4523,4523,0,0,0,0,0,0,24,20,,,,,,,,,,,
5293,,1186,99,3,,,,4523,4523,4523,4523,4523,4523,0,0,0,0,0,0,24,20,,,,,,,,,,,
5293,,301130,99,4,,,,4523,4523,4523,4523,4523,4523,0,0,0,0,0,0,24,20,,,,,,,,,,,
5293,,301249,99,5,,,,4523,4523,4523,4523,4523,4523,0,0,0,0,0,0,24,20,,,,,,,,,,,
5293,,1181,99,7,,,,4523,4523,4523,4523,4523,4523,0,0,0,0,0,0,24,20,,,,,,,,,,,
5293,,301428,99,9,,,,4523,4523,4523,4523,4523,4523,0,0,0,0,0,0,24,20,,,,,,,,,,,
5294,,301151,99,3,,,,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,24,20,,,,,,,,,,,
5294,,1071,99,2,,,,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,24,20,,,,,,,,,,,
5294,,301385,99,4,,,,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,24,20,,,,,,,,,,,
5294,,301254,99,5,,,,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,24,20,,,,,,,,,,,
5294,,1229,99,7,,,,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,24,20,,,,,,,,,,,
5294,,1151,99,1,,,,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,24,20,,,,,,,,,,,
5295,,301383,99,2,,,,4525,4525,4525,4525,4525,4525,0,0,0,0,0,0,24,20,,,,,,,,,,,
5295,,1005,99,3,,,,4525,4525,4525,4525,4525,4525,0,0,0,0,0,0,24,20,,,,,,,,,,,
5295,,1373,99,4,,,,4525,4525,4525,4525,4525,4525,0,0,0,0,0,0,24,20,,,,,,,,,,,
5295,,301151,99,6,,,,4525,4525,4525,4525,4525,4525,0,0,0,0,0,0,24,20,,,,,,,,,,,
5295,,1143,99,8,,,,4525,4525,4525,4525,4525,4525,0,0,0,0,0,0,24,20,,,,,,,,,,,
5295,,301151,99,1,,1.6,854550,4525,20378,20378,4525,4525,7240,4525,4525,4525,4525,4525,4525,24,20,,,,,,,,,,,
5296,,301127,99,2,,,,4526,4526,4526,4526,4526,4526,0,0,0,0,0,0,24,20,,,,,,,,,,,
5296,,1076,99,3,,,,4526,4526,4526,4526,4526,4526,0,0,0,0,0,0,24,20,,,,,,,,,,,
5296,,1154,99,4,,,,4526,4526,4526,4526,4526,4526,0,0,0,0,0,0,24,20,,,,,,,,,,,
5296,,301445,99,6,,,,4526,4526,4526,4526,4526,4526,0,0,0,0,0,0,24,20,,,,,,,,,,,
5296,,1243,99,8,,,,4526,4526,4526,4526,4526,4526,0,0,0,0,0,0,24,20,,,,,,,,,,,
5296,,311006,99,1,,,,4526,4526,4526,4526,4526,4526,0,0,0,0,0,0,24,20,,,,,,,,,,,
5297,,301150,99,2,,,,4527,4527,4527,4527,4527,4527,0,0,0,0,0,0,24,20,,,,,,,,,,,
5297,,1115,99,3,,,,4527,4527,4527,4527,4527,4527,0,0,0,0,0,0,24,20,,,,,,,,,,,
5297,,1151,99,4,,,,4527,4527,4527,4527,4527,4527,0,0,0,0,0,0,24,20,,,,,,,,,,,
5297,,1382,99,5,,,,4527,4527,4527,4527,4527,4527,0,0,0,0,0,0,24,20,,,,,,,,,,,
5297,,1621,99,7,,,,4527,4527,4527,4527,4527,4527,0,0,0,0,0,0,24,20,,,,,,,,,,,
5297,,301003,99,1,,,,4527,4527,4527,4527,4527,4527,0,0,0,0,0,0,24,20,,,,,,,,,,,
5298,,301359,99,1,,,,4528,4528,4528,4528,4528,4528,0,0,0,0,0,0,24,20,,,,,,,,,,,
5298,,1654,99,5,,,,4528,4528,4528,4528,4528,4528,0,0,0,0,0,0,24,20,,,,,,,,,,,
5298,,1199,99,6,,,,4528,4528,4528,4528,4528,4528,0,0,0,0,0,0,24,20,,,,,,,,,,,
5298,,301460,99,7,,,,4528,4528,4528,4528,4528,4528,0,0,0,0,0,0,24,20,,,,,,,,,,,
5298,,1089,99,8,,,,4528,4528,4528,4528,4528,4528,0,0,0,0,0,0,24,20,,,,,,,,,,,
5298,,301251,99,9,,,,4528,4528,4528,4528,4528,4528,0,0,0,0,0,0,24,20,,,,,,,,,,,
5299,,1647,99,2,,,,4529,4529,4529,4529,4529,4529,0,0,0,0,0,0,24,20,,,,,,,,,,,
5299,,1459,99,3,,,,4529,4529,4529,4529,4529,4529,0,0,0,0,0,0,24,20,,,,,,,,,,,
5299,,1065,99,4,,,,4529,4529,4529,4529,4529,4529,0,0,0,0,0,0,24,20,,,,,,,,,,,
5299,,1487,99,5,,,,4529,4529,4529,4529,4529,4529,0,0,0,0,0,0,24,20,,,,,,,,,,,
5299,,1080,99,7,,,,4529,4529,4529,4529,4529,4529,0,0,0,0,0,0,24,20,,,,,,,,,,,
5299,,301142,99,1,,,,4529,4529,4529,4529,4529,4529,0,0,0,0,0,0,24,20,,,,,,,,,,,
5300,,301354,99,1,,,,4530,4530,4530,4530,4530,4530,0,0,0,0,0,0,24,20,,,,,,,,,,,
5300,,1621,99,2,,,,4530,4530,4530,4530,4530,4530,0,0,0,0,0,0,24,20,,,,,,,,,,,
5300,,1466,99,4,,,,4530,4530,4530,4530,4530,4530,0,0,0,0,0,0,24,20,,,,,,,,,,,
5300,,301015,99,5,,,,4530,4530,4530,4530,4530,4530,0,0,0,0,0,0,24,20,,,,,,,,,,,
5300,,1391,99,7,,,,4530,4530,4530,4530,4530,4530,0,0,0,0,0,0,24,20,,,,,,,,,,,
5300,,301385,99,9,,1.6,858600,4530,20400,20400,4530,4530,7248,4530,4530,4530,4530,4530,4530,24,20,,,,,,,,,,,
5301,,301428,99,1,,,,4531,4531,4531,4531,4531,4531,0,0,0,0,0,0,24,20,,,,,,,,,,,
5301,,1446,99,5,,,,4531,4531,4531,4531,4531,4531,0,0,0,0,0,0,24,20,,,,,,,,,,,
5301,,301003,99,6,,,,4531,4531,4531,4531,4531,4531,0,0,0,0,0,0,24,20,,,,,,,,,,,
5301,,301130,99,7,,,,4531,4531,4531,4531,4531,4531,0,0,0,0,0,0,24,20,,,,,,,,,,,
5301,,1309,99,8,,,,4531,4531,4531,4531,4531,4531,0,0,0,0,0,0,24,20,,,,,,,,,,,
5301,,301531,99,9,,,,4531,4531,4531,4531,4531,4531,0,0,0,0,0,0,24,20,,,,,,,,,,,
5302,,301251,99,1,,,,4532,4532,4532,4532,4532,4532,0,0,0,0,0,0,24,20,,,,,,,,,,,
5302,,1247,99,2,,,,4532,4532,4532,4532,4532,4532,0,0,0,0,0,0,24,20,,,,,,,,,,,
5302,,1103,99,4,,,,4532,4532,4532,4532,4532,4532,0,0,0,0,0,0,24,20,,,,,,,,,,,
5302,,311006,99,5,,,,4532,4532,4532,4532,4532,4532,0,0,0,0,0,0,24,20,,,,,,,,,,,
5302,,1142,99,7,,,,4532,4532,4532,4532,4532,4532,0,0,0,0,0,0,24,20,,,,,,,,,,,
5302,,311006,99,9,,,,4532,4532,4532,4532,4532,4532,0,0,0,0,0,0,24,20,,,,,,,,,,,
5303,,301319,99,2,,,,4533,4533,4533,4533,4533,4533,0,0,0,0,0,0,24,20,,,,,,,,,,,
5303,,1105,99,3,,,,4533,4533,4533,4533,4533,4533,0,0,0,0,0,0,24,20,,,,,,,,,,,
5303,,1466,99,4,,,,4533,4533,4533,4533,4533,4533,0,0,0,0,0,0,24,20,,,,,,,,,,,
5303,,301323,99,6,,,,4533,4533,4533,4533,4533,4533,0,0,0,0,0,0,24,20,,,,,,,,,,,
5303,,1502,99,8,,,,4533,4533,4533,4533,4533,4533,0,0,0,0,0,0,24,20,,,,,,,,,,,
5303,,301282,99,1,,,,4533,4533,4533,4533,4533,4533,0,0,0,0,0,0,24,20,,,,,,,,,,,
5304,,1251,99,2,,,,4534,4534,4534,4534,4534,4534,0,0,0,0,0,0,24,20,,,,,,,,,,,
5304,,1020,99,3,,,,4534,4534,4534,4534,4534,4534,0,0,0,0,0,0,24,20,,,,,,,,,,,
5304,,1199,99,4,,,,4534,4534,4534,4534,4534,4534,0,0,0,0,0,0,24,20,,,,,,,,,,,
5304,,301065,99,5,,,,4534,4534,4534,4534,4534,4534,0,0,0,0,0,0,24,20,,,,,,,,,,,
5304,,1334,99,7,,,,4534,4534,4534,4534,4534,4534,0,0,0,0,0,0,24,20,,,,,,,,,,,
5304,,301115,99,9,,,,4534,4534,4534,4534,4534,4534,0,0,0,0,0,0,24,20,,,,,,,,,,,
5305,,301251,99,3,,,,4535,4535,4535,4535,4535,4535,0,0,0,0,0,0,24,20,,,,,,,,,,,
5305,,1563,99,2,,,,4535,4535,4535,4535,4535,4535,0,0,0,0,0,0,24,20,,,,,,,,,,,
5305,,301127,99,4,,,,4535,4535,4535,4535,4535,4535,0,0,0,0,0,0,24,20,,,,,,,,,,,
5305,,301018,99,5,,,,4535,4535,4535,4535,4535,4535,0,0,0,0,0,0,24,20,,,,,,,,,,,
5305,,1180,99,7,,,,4535,4535,4535,4535,4535,4535,0,0,0,0,0,0,24,20,,,,,,,,,,,
5305,,301303,99,1,,1.6,858600,4535,20423,20423,4535,4535,7256,4535,4535,4535,4535,4535,4535,24,20,,,,,,,,,,,
5306,,301094,99,2,,,,4536,4536,4536,4536,4536,4536,0,0,0,0,0,0,24,20,,,,,,,,,,,
5306,,1015,99,3,,,,4536,4536,4536,4536,4536,4536,0,0,0,0,0,0,24,20,,,,,,,,,,,
5306,,1354,99,4,,,,4536,4536,4536,4536,4536,4536,0,0,0,0,0,0,24,20,,,,,,,,,,,
5306,,1487,99,6,,,,4536,4536,4536,4536,4536,4536,0,0,0,0,0,0,24,20,,,,,,,,,,,
5306,,1149,99,8,,,,4536,4536,4536,4536,4536,4536,0,0,0,0,0,0,24,20,,,,,,,,,,,
5306,,501718,99,1,,,,4536,4536,4536,4536,4536,4536,0,0,0,0,0,0,24,20,,,,,,,,,,,
5307,,301257,99,2,,,,4537,4537,4537,4537,4537,4537,0,0,0,0,0,0,24,20,,,,,,,,,,,
5307,,1147,99,3,,,,4537,4537,4537,4537,4537,4537,0,0,0,0,0,0,24,20,,,,,,,,,,,
5307,,1115,99,4,,,,4537,4537,4537,4537,4537,4537,0,0,0,0,0,0,24,20,,,,,,,,,,,
5307,,301428,99,6,,,,4537,4537,4537,4537,4537,4537,0,0,0,0,0,0,24,20,,,,,,,,,,,
5307,,1078,99,8,,,,4537,4537,4537,4537,4537,4537,0,0,0,0,0,0,24,20,,,,,,,,,,,
5307,,1718,99,1,,,,4537,4537,4537,4537,4537,4537,0,0,0,0,0,0,24,20,,,,,,,,,,,
5308,,301251,99,2,,,,4538,4538,4538,4538,4538,4538,0,0,0,0,0,0,24,20,,,,,,,,,,,
5308,,1134,99,3,,,,4538,4538,4538,4538,4538,4538,0,0,0,0,0,0,24,20,,,,,,,,,,,
5308,,1382,99,4,,,,4538,4538,4538,4538,4538,4538,0,0,0,0,0,0,24,20,,,,,,,,,,,
5308,,301003,99,5,,,,4538,4538,4538,4538,4538,4538,0,0,0,0,0,0,24,20,,,,,,,,,,,
5308,,1657,99,7,,,,4538,4538,4538,4538,4538,4538,0,0,0,0,0,0,24,20,,,,,,,,,,,
5308,,301319,99,1,,,,4538,4538,4538,4538,4538,4538,0,0,0,0,0,0,24,20,,,,,,,,,,,
5309,,1150,99,1,,,,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,24,20,,,,,,,,,,,
5309,,1478,99,5,,,,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,24,20,,,,,,,,,,,
5309,,1635,99,6,,,,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,24,20,,,,,,,,,,,
5309,,301323,99,7,,,,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,24,20,,,,,,,,,,,
5309,,1154,99,8,,,,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,24,20,,,,,,,,,,,
5309,,301130,99,9,,,,4539,4539,4539,4539,4539,4539,0,0,0,0,0,0,24,20,,,,,,,,,,,
5310,,301208,99,2,,,,4540,4540,4540,4540,4540,4540,0,0,0,0,0,0,24,20,,,,,,,,,,,
5310,,1323,99,3,,,,4540,4540,4540,4540,4540,4540,0,0,0,0,0,0,24,20,,,,,,,,,,,
5310,,301354,99,4,,,,4540,4540,4540,4540,4540,4540,0,0,0,0,0,0,24,20,,,,,,,,,,,
5310,,301306,99,5,,,,4540,4540,4540,4540,4540,4540,0,0,0,0,0,0,24,20,,,,,,,,,,,
5310,,1292,99,7,,,,4540,4540,4540,4540,4540,4540,0,0,0,0,0,0,24,20,,,,,,,,,,,
5310,,1151,99,1,,1.6,858600,4540,20445,20445,4540,4540,7264,4540,4540,4540,4540,4540,4540,24,20,,,,,,,,,,,
5311,,301249,99,1,,,,4541,4541,4541,4541,4541,4541,0,0,0,0,0,0,24,20,,,,,,,,,,,
5311,,1282,99,2,,,,4541,4541,4541,4541,4541,4541,0,0,0,0,0,0,24,20,,,,,,,,,,,
5311,,1250,99,4,,,,4541,4541,4541,4541,4541,4541,0,0,0,0,0,0,24,20,,,,,,,,,,,
