技能,技能图标,技能名字,注释,注释2,伤害类型（默认0.物理伤害 1.特殊伤害 ）,技能分类（1:单体伤害，2：群体伤害，3：单体治疗，4：群体治疗，5：变化，6弹射，7连击）,威力,命中,技能能量,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢系 18.毒,技能描述,效果注释（不用处理，策划看）,触发效果(|分割),"作用对象(0.全体,1.目标,2.目标方全体,3.目标方随机单体,4.目标方1人+随机1人，5目标方1人+随机2人，6.目标方1人+随机3人，7目标放1人+随机4人.8.连击1次，9连击2次.10连击3次.11.释放者,12.释放者方全体,13.释放者方随机单体,14.释放者方目标单体 其它.特殊规则待扩展)",蓄力动画,释放时播放在释放者身上的特效资源（群体特效）,释放时从释放者飞向目标的特效资源,释放后播放在目标身上的特效资源，若有resFly，则需要飞行特效飞行到目标身上后播放此特效（单体特效）,"抖屏(0:抖,1:不抖)",释放后的音效资源,释放后技能背景资源,释放后出技能名,每场战斗使用次数限制,"是否预览（1是,2否）"
4098003,2117,爆音波·LV3,群特,,1,2,88,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098004,2117,爆音波·LV4,群特,,1,2,92,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098005,2117,爆音波·LV5,群特,,1,2,96,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098006,2117,爆音波·LV6,群特,,1,2,100,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098007,2117,爆音波·LV7,群特,,1,2,114,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098008,2117,爆音波·LV8,群特,,1,2,119,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098009,2117,爆音波·LV9,群特,,1,2,123,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098010,2117,爆音波·LV10,群特,,1,2,139,1,80,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098501,2117,爆音波·LV1,群特,,1,2,85,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098502,2117,爆音波·LV2,群特,,1,2,89,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098503,2117,爆音波·LV3,群特,,1,2,94,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098504,2117,爆音波·LV4,群特,,1,2,98,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098505,2117,爆音波·LV5,群特,,1,2,102,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098506,2117,爆音波·LV6,群特,,1,2,106,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098507,2117,爆音波·LV7,群特,,1,2,122,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098508,2117,爆音波·LV8,群特,,1,2,127,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098509,2117,爆音波·LV9,群特,,1,2,131,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,2
4098510,2117,爆音波·LV10,群特,,1,2,148,1,85,9,"通过震耳欲聋的爆炸声产生的破坏力攻击3个敌人,造成特殊伤害",,,5,7,62,,,1,shouji05,,1,,1
4104001,2204,放电·LV1,群特,,1,6,40,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104002,2204,放电·LV2,群特,,1,6,42,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104003,2204,放电·LV3,群特,,1,6,44,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104004,2204,放电·LV4,群特,,1,6,46,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104005,2204,放电·LV5,群特,,1,6,48,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104006,2204,放电·LV6,群特,,1,6,50,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104007,2204,放电·LV7,群特,,1,6,57,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104008,2204,放电·LV8,群特,,1,6,59,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104009,2204,放电·LV9,群特,,1,6,62,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104010,2204,放电·LV10,群特,,1,6,70,1,40,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104501,2204,放电·LV1,群特,,1,6,45,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104502,2204,放电·LV2,群特,,1,6,47,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104503,2204,放电·LV3,群特,,1,6,50,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104504,2204,放电·LV4,群特,,1,6,52,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104505,2204,放电·LV5,群特,,1,6,54,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104506,2204,放电·LV6,群特,,1,6,56,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104507,2204,放电·LV7,群特,,1,6,65,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104508,2204,放电·LV8,群特,,1,6,67,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104509,2204,放电·LV9,群特,,1,6,69,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4104510,2204,放电·LV10,群特,,1,6,78,1,45,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105001,2204,放电·LV1,群特,,1,2,50,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105002,2204,放电·LV2,群特,,1,2,53,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105003,2204,放电·LV3,群特,,1,2,55,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105004,2204,放电·LV4,群特,,1,2,58,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105005,2204,放电·LV5,群特,,1,2,60,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105006,2204,放电·LV6,群特,,1,2,63,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105007,2204,放电·LV7,群特,,1,2,72,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105008,2204,放电·LV8,群特,,1,2,75,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105009,2204,放电·LV9,群特,,1,2,77,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,2
4105010,2204,放电·LV10,群特,,1,2,88,1,50,10,"用耀眼的电击攻击3个敌人,造成特殊伤害",,,5,,3,,5,1,shouji05,,1,,1
4105501,2202,电网·LV1,群特,,1,2,55,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105502,2202,电网·LV2,群特,,1,2,58,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105503,2202,电网·LV3,群特,,1,2,61,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105504,2202,电网·LV4,群特,,1,2,63,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105505,2202,电网·LV5,群特,,1,2,66,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105506,2202,电网·LV6,群特,,1,2,69,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105507,2202,电网·LV7,群特,,1,2,79,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105508,2202,电网·LV8,群特,,1,2,81,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105509,2202,电网·LV9,群特,,1,2,85,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4105510,2202,电网·LV10,群特,,1,2,96,1,55,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106001,2202,电网·LV1,群特,,1,2,60,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106002,2202,电网·LV2,群特,,1,2,63,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106003,2202,电网·LV3,群特,,1,2,66,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106004,2202,电网·LV4,群特,,1,2,69,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106005,2202,电网·LV5,群特,,1,2,72,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106006,2202,电网·LV6,群特,,1,2,75,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106007,2202,电网·LV7,群特,,1,2,86,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106008,2202,电网·LV8,群特,,1,2,89,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106009,2202,电网·LV9,群特,,1,2,92,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106010,2202,电网·LV10,群特,,1,2,104,1,60,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106501,2202,电网·LV1,群特,,1,2,65,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106502,2202,电网·LV2,群特,,1,2,68,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106503,2202,电网·LV3,群特,,1,2,72,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106504,2202,电网·LV4,群特,,1,2,75,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106505,2202,电网·LV5,群特,,1,2,78,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106506,2202,电网·LV6,群特,,1,2,81,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106507,2202,电网·LV7,群特,,1,2,94,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106508,2202,电网·LV8,群特,,1,2,97,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106509,2202,电网·LV9,群特,,1,2,100,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,2
4106510,2202,电网·LV10,群特,,1,2,113,1,65,10,"向对手发出强力电击攻击3个敌人,造成特殊伤害",,,5,2,3,,5,1,shouji05,,1,,1
4107001,2206,电磁炮·LV1,群特,,1,2,70,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107002,2206,电磁炮·LV2,群特,,1,2,74,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107003,2206,电磁炮·LV3,群特,,1,2,77,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107004,2206,电磁炮·LV4,群特,,1,2,81,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107005,2206,电磁炮·LV5,群特,,1,2,84,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107006,2206,电磁炮·LV6,群特,,1,2,88,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107007,2206,电磁炮·LV7,群特,,1,2,100,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107008,2206,电磁炮·LV8,群特,,1,2,105,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107009,2206,电磁炮·LV9,群特,,1,2,108,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107010,2206,电磁炮·LV10,群特,,1,2,122,1,70,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107501,2206,电磁炮·LV1,群特,,1,2,75,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107502,2206,电磁炮·LV2,群特,,1,2,79,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107503,2206,电磁炮·LV3,群特,,1,2,83,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107504,2206,电磁炮·LV4,群特,,1,2,86,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107505,2206,电磁炮·LV5,群特,,1,2,90,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107506,2206,电磁炮·LV6,群特,,1,2,94,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107507,2206,电磁炮·LV7,群特,,1,2,108,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107508,2206,电磁炮·LV8,群特,,1,2,111,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107509,2206,电磁炮·LV9,群特,,1,2,116,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4107510,2206,电磁炮·LV10,群特,,1,2,131,1,75,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108001,2206,电磁炮·LV1,群特,,1,2,80,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108002,2206,电磁炮·LV2,群特,,1,2,84,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108003,2206,电磁炮·LV3,群特,,1,2,88,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108004,2206,电磁炮·LV4,群特,,1,2,92,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108005,2206,电磁炮·LV5,群特,,1,2,96,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108006,2206,电磁炮·LV6,群特,,1,2,100,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108007,2206,电磁炮·LV7,群特,,1,2,114,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108008,2206,电磁炮·LV8,群特,,1,2,119,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108009,2206,电磁炮·LV9,群特,,1,2,123,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108010,2206,电磁炮·LV10,群特,,1,2,139,1,80,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108501,2206,电磁炮·LV1,群特,,1,2,85,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108502,2206,电磁炮·LV2,群特,,1,2,89,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108503,2206,电磁炮·LV3,群特,,1,2,94,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108504,2206,电磁炮·LV4,群特,,1,2,98,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108505,2206,电磁炮·LV5,群特,,1,2,102,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108506,2206,电磁炮·LV6,群特,,1,2,106,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108507,2206,电磁炮·LV7,群特,,1,2,122,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108508,2206,电磁炮·LV8,群特,,1,2,127,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108509,2206,电磁炮·LV9,群特,,1,2,131,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,2
4108510,2206,电磁炮·LV10,群特,,1,2,148,1,85,10,"发射大炮一样的电流攻击3个敌人,造成特殊伤害",,,5,2,3,,5,0,shouji05,,1,,1
4114001,2304,花粉团·LV1,群特,,1,6,40,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114002,2304,花粉团·LV2,群特,,1,6,42,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114003,2304,花粉团·LV3,群特,,1,6,44,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114004,2304,花粉团·LV4,群特,,1,6,46,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114005,2304,花粉团·LV5,群特,,1,6,48,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114006,2304,花粉团·LV6,群特,,1,6,50,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114007,2304,花粉团·LV7,群特,,1,6,57,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114008,2304,花粉团·LV8,群特,,1,6,59,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114009,2304,花粉团·LV9,群特,,1,6,62,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114010,2304,花粉团·LV10,群特,,1,6,70,1,40,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114501,2304,花粉团·LV1,群特,,1,6,45,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114502,2304,花粉团·LV2,群特,,1,6,47,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114503,2304,花粉团·LV3,群特,,1,6,50,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114504,2304,花粉团·LV4,群特,,1,6,52,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114505,2304,花粉团·LV5,群特,,1,6,54,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114506,2304,花粉团·LV6,群特,,1,6,56,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114507,2304,花粉团·LV7,群特,,1,6,65,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114508,2304,花粉团·LV8,群特,,1,6,67,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114509,2304,花粉团·LV9,群特,,1,6,69,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4114510,2304,花粉团·LV10,群特,,1,6,78,1,45,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115001,2304,花粉团·LV1,群特,,1,2,50,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115002,2304,花粉团·LV2,群特,,1,2,53,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115003,2304,花粉团·LV3,群特,,1,2,55,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115004,2304,花粉团·LV4,群特,,1,2,58,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115005,2304,花粉团·LV5,群特,,1,2,60,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115006,2304,花粉团·LV6,群特,,1,2,63,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115007,2304,花粉团·LV7,群特,,1,2,72,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115008,2304,花粉团·LV8,群特,,1,2,75,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115009,2304,花粉团·LV9,群特,,1,2,77,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,2
4115010,2304,花粉团·LV10,群特,,1,2,88,1,50,11,"使用会爆炸的团子攻击3个敌人,造成特殊伤害",,,5,,11,,14,1,shouji05,,1,,1
4115501,2305,虫鸣·LV1,群特,,1,2,55,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115502,2305,虫鸣·LV2,群特,,1,2,58,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115503,2305,虫鸣·LV3,群特,,1,2,61,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115504,2305,虫鸣·LV4,群特,,1,2,63,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115505,2305,虫鸣·LV5,群特,,1,2,66,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115506,2305,虫鸣·LV6,群特,,1,2,69,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115507,2305,虫鸣·LV7,群特,,1,2,79,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115508,2305,虫鸣·LV8,群特,,1,2,81,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115509,2305,虫鸣·LV9,群特,,1,2,85,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
4115510,2305,虫鸣·LV10,群特,,1,2,96,1,55,11,"利用振动发出音波攻击3个敌人,造成特殊伤害",,,5,6,11,,14,1,shouji05,,1,,2
