道具ID,道具名,道具简介,等级限制,品质（道具框颜色）,排序（不对玩家显示，主要用于排序）,道具类型(1.货币 2.可使用的道具 3.一般消耗素材 4.亲密度道具 5.努力值道具 6.进化素材7.捕捉道具8.技能学习道具9.随机道具10.兑换道具11.精灵碎片 12.角色附魔道具 13.神器强化道具 14.家园建筑制作图纸 15.神器制作图纸 16.用于万能碎片兑换的宝可梦碎片),可使用,所属背包（1.道具 2.学习机. 3.材料 4.其他,"获取面板索引：跳转界面编号出现界面(1:挂机界面,2:精灵界面,3:扭蛋,4:竞技场,5:特殊副本,6:通天塔,7:商店,8:狩猎区,9:主城,10:背包,11:公会,12,角色购买界面,13:活动,14:神兽商店,15:充值,16:任务,17:玩家信息,18:vip,19:称号,20:徽章,21:邮件,22:地图选择,23:聊天,24:好友,25:排行榜,26:培养,27:技能,28:性格,29:图鉴,30:装备,31:队形，32:背包,33:升星,34:确认,35:精灵详情,36:快速战斗,37:签到，41：队伍升级 42:亲密度,43:进化,44:努力值,45:个体值,51:宠物商店，40：秘境，51：终生卡，52：成长基金,72:道馆)",包含道具Loot（引用道具掉落表）（lootid;数量|lootid;数量),获得道具（ID;数量｜ID;数量）,参数预留1（类型5.努力值道具 类型4.亲密度经验.类型7.抓捕增加概率 /100 类型8.引用技能id 类型12.附魔经验）,参数预留2（类型5.努力值道具 类型4.亲密度经验.类型7.抓捕增加概率 /100 类型8.引用技能id 类型12.附魔经验）,购买所需物品id,购买价格,物攻,特攻,物防,特防,速度,生命,,,,,,,,,
814024,冲岩·Ⅳ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1142504,,,,,,,,,,,,,,,,,,
814025,冲岩·Ⅴ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1142505,,,,,,,,,,,,,,,,,,
814026,冲岩·Ⅵ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1142506,,,,,,,,,,,,,,,,,,
814027,冲岩·Ⅶ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1142507,,,,,,,,,,,,,,,,,,
814028,冲岩·Ⅷ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1142508,,,,,,,,,,,,,,,,,,
814029,冲岩·Ⅸ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1142509,,,,,,,,,,,,,,,,,,
814030,冲岩·Ⅹ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1142510,,,,,,,,,,,,,,,,,,
814031,冲岩·Ⅰ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1143001,,,,,,,,,,,,,,,,,,
814032,冲岩·Ⅱ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1143002,,,,,,,,,,,,,,,,,,
814033,冲岩·Ⅲ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1143003,,,,,,,,,,,,,,,,,,
814034,冲岩·Ⅳ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1143004,,,,,,,,,,,,,,,,,,
814035,冲岩·Ⅴ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1143005,,,,,,,,,,,,,,,,,,
814036,冲岩·Ⅵ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1143006,,,,,,,,,,,,,,,,,,
814037,冲岩·Ⅶ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1143007,,,,,,,,,,,,,,,,,,
814038,冲岩·Ⅷ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1143008,,,,,,,,,,,,,,,,,,
814039,冲岩·Ⅸ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1143009,,,,,,,,,,,,,,,,,,
814040,冲岩·Ⅹ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1143010,,,,,,,,,,,,,,,,,,
814041,冲岩·Ⅰ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1143501,,,,,,,,,,,,,,,,,,
814042,冲岩·Ⅱ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1143502,,,,,,,,,,,,,,,,,,
814043,冲岩·Ⅲ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1143503,,,,,,,,,,,,,,,,,,
814044,冲岩·Ⅳ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1143504,,,,,,,,,,,,,,,,,,
814045,冲岩·Ⅴ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1143505,,,,,,,,,,,,,,,,,,
814046,冲岩·Ⅵ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1143506,,,,,,,,,,,,,,,,,,
814047,冲岩·Ⅶ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1143507,,,,,,,,,,,,,,,,,,
814048,冲岩·Ⅷ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1143508,,,,,,,,,,,,,,,,,,
814049,冲岩·Ⅸ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1143509,,,,,,,,,,,,,,,,,,
814050,冲岩·Ⅹ,"迅速撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1143510,,,,,,,,,,,,,,,,,,
814051,尖石攻击·Ⅰ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1144001,,,,,,,,,,,,,,,,,,
814052,尖石攻击·Ⅱ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1144002,,,,,,,,,,,,,,,,,,
814053,尖石攻击·Ⅲ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1144003,,,,,,,,,,,,,,,,,,
814054,尖石攻击·Ⅳ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1144004,,,,,,,,,,,,,,,,,,
814055,尖石攻击·Ⅴ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1144005,,,,,,,,,,,,,,,,,,
814056,尖石攻击·Ⅵ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1144006,,,,,,,,,,,,,,,,,,
814057,尖石攻击·Ⅶ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1144007,,,,,,,,,,,,,,,,,,
814058,尖石攻击·Ⅷ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1144008,,,,,,,,,,,,,,,,,,
814059,尖石攻击·Ⅸ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1144009,,,,,,,,,,,,,,,,,,
814060,尖石攻击·Ⅹ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1144010,,,,,,,,,,,,,,,,,,
814061,尖石攻击·Ⅰ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1144501,,,,,,,,,,,,,,,,,,
814062,尖石攻击·Ⅱ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1144502,,,,,,,,,,,,,,,,,,
814063,尖石攻击·Ⅲ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1144503,,,,,,,,,,,,,,,,,,
814064,尖石攻击·Ⅳ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1144504,,,,,,,,,,,,,,,,,,
814065,尖石攻击·Ⅴ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1144505,,,,,,,,,,,,,,,,,,
814066,尖石攻击·Ⅵ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1144506,,,,,,,,,,,,,,,,,,
814067,尖石攻击·Ⅶ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1144507,,,,,,,,,,,,,,,,,,
814068,尖石攻击·Ⅷ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1144508,,,,,,,,,,,,,,,,,,
814069,尖石攻击·Ⅸ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1144509,,,,,,,,,,,,,,,,,,
814070,尖石攻击·Ⅹ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1144510,,,,,,,,,,,,,,,,,,
814071,尖石攻击·Ⅰ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1145001,,,,,,,,,,,,,,,,,,
814072,尖石攻击·Ⅱ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1145002,,,,,,,,,,,,,,,,,,
814073,尖石攻击·Ⅲ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1145003,,,,,,,,,,,,,,,,,,
814074,尖石攻击·Ⅳ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1145004,,,,,,,,,,,,,,,,,,
814075,尖石攻击·Ⅴ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1145005,,,,,,,,,,,,,,,,,,
814076,尖石攻击·Ⅵ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1145006,,,,,,,,,,,,,,,,,,
814077,尖石攻击·Ⅶ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1145007,,,,,,,,,,,,,,,,,,
814078,尖石攻击·Ⅷ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1145008,,,,,,,,,,,,,,,,,,
814079,尖石攻击·Ⅸ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1145009,,,,,,,,,,,,,,,,,,
814080,尖石攻击·Ⅹ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1145010,,,,,,,,,,,,,,,,,,
814081,尖石攻击·Ⅰ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1145501,,,,,,,,,,,,,,,,,,
814082,尖石攻击·Ⅱ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1145502,,,,,,,,,,,,,,,,,,
814083,尖石攻击·Ⅲ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1145503,,,,,,,,,,,,,,,,,,
814084,尖石攻击·Ⅳ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1145504,,,,,,,,,,,,,,,,,,
814085,尖石攻击·Ⅴ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1145505,,,,,,,,,,,,,,,,,,
814086,尖石攻击·Ⅵ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1145506,,,,,,,,,,,,,,,,,,
814087,尖石攻击·Ⅶ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1145507,,,,,,,,,,,,,,,,,,
814088,尖石攻击·Ⅷ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1145508,,,,,,,,,,,,,,,,,,
814089,尖石攻击·Ⅸ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1145509,,,,,,,,,,,,,,,,,,
814090,尖石攻击·Ⅹ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1145510,,,,,,,,,,,,,,,,,,
814091,尖石攻击·Ⅰ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1146001,,,,,,,,,,,,,,,,,,
814092,尖石攻击·Ⅱ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1146002,,,,,,,,,,,,,,,,,,
814093,尖石攻击·Ⅲ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1146003,,,,,,,,,,,,,,,,,,
814094,尖石攻击·Ⅳ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1146004,,,,,,,,,,,,,,,,,,
814095,尖石攻击·Ⅴ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1146005,,,,,,,,,,,,,,,,,,
814096,尖石攻击·Ⅵ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1146006,,,,,,,,,,,,,,,,,,
814097,尖石攻击·Ⅶ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1146007,,,,,,,,,,,,,,,,,,
814098,尖石攻击·Ⅷ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1146008,,,,,,,,,,,,,,,,,,
814099,尖石攻击·Ⅸ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1146009,,,,,,,,,,,,,,,,,,
814100,尖石攻击·Ⅹ,"用尖尖的岩石刺入对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1146010,,,,,,,,,,,,,,,,,,
814101,岩崩·Ⅰ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1146501,,,,,,,,,,,,,,,,,,
814102,岩崩·Ⅱ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1146502,,,,,,,,,,,,,,,,,,
814103,岩崩·Ⅲ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1146503,,,,,,,,,,,,,,,,,,
814104,岩崩·Ⅳ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1146504,,,,,,,,,,,,,,,,,,
814105,岩崩·Ⅴ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1146505,,,,,,,,,,,,,,,,,,
814106,岩崩·Ⅵ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1146506,,,,,,,,,,,,,,,,,,
814107,岩崩·Ⅶ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1146507,,,,,,,,,,,,,,,,,,
814108,岩崩·Ⅷ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1146508,,,,,,,,,,,,,,,,,,
814109,岩崩·Ⅸ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1146509,,,,,,,,,,,,,,,,,,
814110,岩崩·Ⅹ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1146510,,,,,,,,,,,,,,,,,,
814111,岩崩·Ⅰ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1147001,,,,,,,,,,,,,,,,,,
814112,岩崩·Ⅱ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1147002,,,,,,,,,,,,,,,,,,
814113,岩崩·Ⅲ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1147003,,,,,,,,,,,,,,,,,,
814114,岩崩·Ⅳ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1147004,,,,,,,,,,,,,,,,,,
814115,岩崩·Ⅴ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1147005,,,,,,,,,,,,,,,,,,
814116,岩崩·Ⅵ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1147006,,,,,,,,,,,,,,,,,,
814117,岩崩·Ⅶ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1147007,,,,,,,,,,,,,,,,,,
814118,岩崩·Ⅷ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1147008,,,,,,,,,,,,,,,,,,
814119,岩崩·Ⅸ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1147009,,,,,,,,,,,,,,,,,,
814120,岩崩·Ⅹ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1147010,,,,,,,,,,,,,,,,,,
814121,岩崩·Ⅰ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1147501,,,,,,,,,,,,,,,,,,
814122,岩崩·Ⅱ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1147502,,,,,,,,,,,,,,,,,,
814123,岩崩·Ⅲ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1147503,,,,,,,,,,,,,,,,,,
814124,岩崩·Ⅳ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1147504,,,,,,,,,,,,,,,,,,
814125,岩崩·Ⅴ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1147505,,,,,,,,,,,,,,,,,,
814126,岩崩·Ⅵ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1147506,,,,,,,,,,,,,,,,,,
814127,岩崩·Ⅶ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1147507,,,,,,,,,,,,,,,,,,
814128,岩崩·Ⅷ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1147508,,,,,,,,,,,,,,,,,,
814129,岩崩·Ⅸ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1147509,,,,,,,,,,,,,,,,,,
814130,岩崩·Ⅹ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1147510,,,,,,,,,,,,,,,,,,
814131,岩崩·Ⅰ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1148001,,,,,,,,,,,,,,,,,,
814132,岩崩·Ⅱ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1148002,,,,,,,,,,,,,,,,,,
814133,岩崩·Ⅲ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1148003,,,,,,,,,,,,,,,,,,
814134,岩崩·Ⅳ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1148004,,,,,,,,,,,,,,,,,,
814135,岩崩·Ⅴ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1148005,,,,,,,,,,,,,,,,,,
814136,岩崩·Ⅵ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1148006,,,,,,,,,,,,,,,,,,
814137,岩崩·Ⅶ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1148007,,,,,,,,,,,,,,,,,,
814138,岩崩·Ⅷ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1148008,,,,,,,,,,,,,,,,,,
814139,岩崩·Ⅸ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1148009,,,,,,,,,,,,,,,,,,
814140,岩崩·Ⅹ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1148010,,,,,,,,,,,,,,,,,,
814141,岩崩·Ⅰ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1148501,,,,,,,,,,,,,,,,,,
814142,岩崩·Ⅱ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,1,1,8,0,2,57,,,1148502,,,,,,,,,,,,,,,,,,
814143,岩崩·Ⅲ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1148503,,,,,,,,,,,,,,,,,,
814144,岩崩·Ⅳ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,2,1,8,0,2,57,,,1148504,,,,,,,,,,,,,,,,,,
814145,岩崩·Ⅴ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1148505,,,,,,,,,,,,,,,,,,
814146,岩崩·Ⅵ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,3,1,8,0,2,57,,,1148506,,,,,,,,,,,,,,,,,,
814147,岩崩·Ⅶ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1148507,,,,,,,,,,,,,,,,,,
814148,岩崩·Ⅷ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,4,1,8,0,2,57,,,1148508,,,,,,,,,,,,,,,,,,
814149,岩崩·Ⅸ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1148509,,,,,,,,,,,,,,,,,,
814150,岩崩·Ⅹ,"将大岩石猛烈地撞向对手,攻击敌方1人,造成物理伤害",,5,1,8,0,2,57,,,1148510,,,,,,,,,,,,,,,,,,
814151,击落·Ⅰ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2141501,,,,,,,,,,,,,,,,,,
814152,击落·Ⅱ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2141502,,,,,,,,,,,,,,,,,,
814153,击落·Ⅲ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2141503,,,,,,,,,,,,,,,,,,
814154,击落·Ⅳ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2141504,,,,,,,,,,,,,,,,,,
814155,击落·Ⅴ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2141505,,,,,,,,,,,,,,,,,,
814156,击落·Ⅵ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2141506,,,,,,,,,,,,,,,,,,
814157,击落·Ⅶ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2141507,,,,,,,,,,,,,,,,,,
814158,击落·Ⅷ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2141508,,,,,,,,,,,,,,,,,,
814159,击落·Ⅸ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2141509,,,,,,,,,,,,,,,,,,
814160,击落·Ⅹ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2141510,,,,,,,,,,,,,,,,,,
814161,击落·Ⅰ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2142001,,,,,,,,,,,,,,,,,,
814162,击落·Ⅱ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2142002,,,,,,,,,,,,,,,,,,
814163,击落·Ⅲ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2142003,,,,,,,,,,,,,,,,,,
814164,击落·Ⅳ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2142004,,,,,,,,,,,,,,,,,,
814165,击落·Ⅴ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2142005,,,,,,,,,,,,,,,,,,
814166,击落·Ⅵ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2142006,,,,,,,,,,,,,,,,,,
814167,击落·Ⅶ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2142007,,,,,,,,,,,,,,,,,,
814168,击落·Ⅷ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2142008,,,,,,,,,,,,,,,,,,
814169,击落·Ⅸ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2142009,,,,,,,,,,,,,,,,,,
814170,击落·Ⅹ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2142010,,,,,,,,,,,,,,,,,,
814171,击落·Ⅰ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2142501,,,,,,,,,,,,,,,,,,
814172,击落·Ⅱ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2142502,,,,,,,,,,,,,,,,,,
814173,击落·Ⅲ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2142503,,,,,,,,,,,,,,,,,,
814174,击落·Ⅳ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2142504,,,,,,,,,,,,,,,,,,
814175,击落·Ⅴ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2142505,,,,,,,,,,,,,,,,,,
814176,击落·Ⅵ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2142506,,,,,,,,,,,,,,,,,,
814177,击落·Ⅶ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2142507,,,,,,,,,,,,,,,,,,
814178,击落·Ⅷ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2142508,,,,,,,,,,,,,,,,,,
814179,击落·Ⅸ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2142509,,,,,,,,,,,,,,,,,,
814180,击落·Ⅹ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2142510,,,,,,,,,,,,,,,,,,
814181,击落·Ⅰ,"扔石头或炮弹攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2143001,,,,,,,,,,,,,,,,,,
