宝可梦ID,上阵ID,宝可梦名字,宝可梦描述,特性ID,升23456789星消耗道具（道具id；数量分隔）,努力值升阶道具需求（从1升2起，0升1不需要）,技能(技能编号;技能学习等级|技能编号;技能学习等级),血量种族值,物攻种族值,物防种族值,特攻种族值,特防种族值,速度种族值,种族值总和,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,副属性（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,品级,稀有星数, 稀有度（最低1，最高100）,进化所需等级,进化所需亲密度等级,进化所需道具,进化前的宝可梦ID,不可进化（0否，1是，默认0）,进化后的宝可梦ID,进化所需货币,特殊进化所需等级(|分隔）,特殊进化所需亲密度等级(|分隔）,特殊进化所需道具(道具id;道具数量|第二个道具id;道具数量:另一个宝可梦进化所需…   ';'分隔id和数量'|'分隔不同的道具':'分隔不同的宝可梦需求）,特殊进化后的宝可梦ID(|分隔）,特殊进化所需货币(；分隔道具id和数量 |分隔不同的宝可梦需求）,升星可用宝可梦,可学习的天赋树,可学习的技能机器id(系ID|系ID),可升最高星数(最高到达星数）,可超进阶的用1,宝可萌声音,孵化时间（单位：分钟）,碎片需求数量,合成消耗金币,宝可萌星级加成,图鉴显示(0不显示，1显示，默认0),默认精灵球
1994,581,艾姆利多,艾姆利多是一只小小的灰色妖精状的宝可梦，它有两条尾巴,59,601994;10|601994;20|601994;30|601994;40|601994;50|601994;60|601994;70|601994;80,601994;10|601994;20|601994;30|601994;30|601994;30|601994;50|601994;50|601994;50|601994;70|601994;70|601994;70|601994;90|601994;90|601994;90,1166006;1|2166008;3|4165008;20|4000507;30,80,105,105,105,105,80,580,16,,6,5,100,40,20,12111;1000|12127;600|601994;200,,,301994,1;10000000,,,,,,,1994,16||9,9,,1063,4320,601994;150,2250000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1995,582,亚克诺姆,亚克诺姆是一支小小的妖精般的宝可梦,59,601995;10|601995;20|601995;30|601995;40|601995;50|601995;60|601995;70|601995;80,601995;10|601995;20|601995;30|601995;30|601995;30|601995;50|601995;50|601995;50|601995;70|601995;70|601995;70|601995;90|601995;90|601995;90,1168506;1|16001208;3|4168508;20,75,125,70,125,70,115,580,16,,6,5,100,40,20,12111;1000|12127;600|601995;200,,,301995,1;10000000,,,,,,,1995,16||9,9,,1064,4320,601995;150,2250000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1996,583,春季鹿,春天的样子,68,601585;10|601585;20|601585;30|601585;40|601585;50|601585;60|601585;70|601585;80,601585;10|601585;20|601585;30|601585;30|601585;30|601585;50|601585;50|601585;50|601585;70|601585;70|601585;70|601585;90|601585;90|601585;90,1043504;1|4046505;3|3046507;20,65,110,130,60,65,95,525,4,,4,4,85,,,,1585,,,,,,,,,,1996,4||9,9,,1065,4320,601996;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1997,584,夏季鹿,夏天的样子,15,601585;10|601585;20|601585;30|601585;40|601585;50|601585;60|601585;70|601585;80,601585;10|601585;20|601585;30|601585;30|601585;30|601585;50|601585;50|601585;50|601585;70|601585;70|601585;70|601585;90|601585;90|601585;90,2013504;1|3016505;3|4016507;20,135,55,70,100,100,65,525,1,,4,4,85,,,,1585,,,,,,,,,,1997,1||9,9,,1066,4320,601997;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1998,585,秋季鹿,秋天的样子,17,601585;10|601585;20|601585;30|601585;40|601585;50|601585;60|601585;70|601585;80,601585;10|601585;20|601585;30|601585;30|601585;30|601585;50|601585;50|601585;50|601585;70|601585;70|601585;70|601585;90|601585;90|601585;90,2033504;1|3036505;3|4036507;20,130,65,60,110,95,65,525,3,,4,4,85,,,,1585,,,,,,,,,,1998,3||9,9,,1067,4320,601998;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1999,586,冬季鹿,冬天的样子,70,601585;10|601585;20|601585;30|601585;40|601585;50|601585;60|601585;70|601585;80,601585;10|601585;20|601585;30|601585;30|601585;30|601585;50|601585;50|601585;50|601585;70|601585;70|601585;70|601585;90|601585;90|601585;90,2073504;1|3076505;3|4076507;20,65,65,60,110,95,130,525,7,,4,4,85,,,,1585,,,,,,,,,,1999,7||9,9,,1063,4320,601999;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
201038,587,闪·九尾,听说很久以前和九尾是姐妹,73,601038;10|601038;20|601038;30|601038;40|601038;50|601038;60|601038;70|601038;80,601038;10|601038;20|601038;30|601038;30|601038;30|601038;50|601038;50|601038;50|601038;70|601038;70|601038;70|601038;90|601038;90|601038;90,2073504;1|3076505;3|4076507;20,155,55,100,60,100,65,535,7,,4,5,,,,,,,,,,,,,,1038|201038,201038,7||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
201059,588,闪·风速狗,奔跑的速度和风一样快,15,601059;10|601059;20|601059;30|601059;40|601059;50|601059;60|601059;70|601059;80,601059;10|601059;20|601059;30|601059;30|601059;30|601059;50|601059;50|601059;50|601059;70|601059;70|601059;70|601059;90|601059;90|601059;90,1013504;1|4016505;3|3016507;20,120,140,80,100,80,95,615,1,,4,5,,,,,,,,,,,,,,1059|201059,201059,1||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13007
201068,589,闪·怪力,闪光必杀一击,24,601068;10|601068;20|601068;30|601068;40|601068;50|601068;60|601068;70|601068;80,601068;10|601068;20|601068;30|601068;30|601068;30|601068;50|601068;50|601068;50|601068;70|601068;70|601068;70|601068;90|601068;90|601068;90,1153504;1|4156505;3|3156507;20,90,160,80,65,85,80,560,15,,4,5,,,,,,,,,,,,,,1068|201068,201068,15||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
201101,590,闪·顽皮弹,能聚集很大能量引发风暴,35,601101;10|601101;20|601101;30|601101;40|601101;50|601101;60|601101;70|601101;80,601101;10|601101;20|601101;30|601101;30|601101;30|601101;50|601101;50|601101;50|601101;70|601101;70|601101;70|601101;90|601101;90|601101;90,2103504;1|3106505;3|4106507;20,60,50,80,110,80,180,560,10,,4,5,,,,,,,,,,,,,,1101|201101,201101,10||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
201129,591,闪·鲤鱼王,看上去很弱，但传说过去很厉害,45,601130;10|601130;20|601130;30|601130;40|601130;50|601130;60|601130;70|601130;80,601130;10|601130;20|601130;30|601130;30|601130;30|601130;50|601130;50|601130;50|601130;70|601130;70|601130;70|601130;90|601130;90|601130;90,2023504;1|3026505;3|4026507;20,80,90,55,90,70,180,565,2,,4,5,,,,,,,,,,,,,,1130|201129,201129,2||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
201130,592,闪·暴鲤龙,暴鲤龙的闪光形态，有着超越常理的强度,108,601130;10|601130;20|601130;30|601130;40|601130;50|601130;60|601130;70|601130;80,601130;10|601130;20|601130;30|601130;30|601130;30|601130;50|601130;50|601130;50|601130;70|601130;70|601130;70|601130;90|601130;90|601130;90,1063504;1|4066505;3|3066507;20,115,125,99,65,100,81,585,6,,4,5,,,,,,,,,,,,,,1130|201130,201130,6||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
201149,593,闪·快龙,光一样的速度，不知道能不能飞,98,601149;10|601149;20|601149;30|601149;40|601149;50|601149;60|601149;70|601149;80,601149;10|601149;20|601149;30|601149;30|601149;30|601149;50|601149;50|601149;50|601149;70|601149;70|601149;70|601149;90|601149;90|601149;90,1063504;1|4066505;3|3066507;20,91,134,105,120,100,100,650,6,,5,5,,,,,,,,,,,,,,1149|201149,201149,6||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13007
201208,594,闪·大钢蛇,身体很结实，像金刚石一样,26,601208;10|601208;20|601208;30|601208;40|601208;50|601208;60|601208;70|601208;80,601208;10|601208;20|601208;30|601208;30|601208;30|601208;50|601208;50|601208;50|601208;70|601208;70|601208;70|601208;90|601208;90|601208;90,1173504;1|4176505;3|3176507;20,160,115,160,30,45,70,580,17,,4,5,,,,,,,,,,,,,,1208|201208,201208,17||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
201334,595,闪·七夕青鸟,遇到敌人放出黑烟，借机逃跑,42,601334;10|601334;20|601334;30|601334;40|601334;50|601334;60|601334;70|601334;80,601334;10|601334;20|601334;30|601334;30|601334;30|601334;50|601334;50|601334;50|601334;70|601334;70|601334;70|601334;90|601334;90|601334;90,2063504;1|3066505;3|4066507;20,100,95,115,95,120,105,630,6,,4,5,,,,,,,,,,,,,,1334|201334,201334,6||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13007
201376,596,闪·巨金怪,巨金怪的闪光形态，有着令人畏惧的可怕防御能力,25,601376;10|601376;20|601376;30|601376;40|601376;50|601376;60|601376;70|601376;80,601376;10|601376;20|601376;30|601376;30|601376;30|601376;50|601376;50|601376;50|601376;70|601376;70|601376;70|601376;90|601376;90|601376;90,1173504;1|4176505;3|3176507;20,80,145,150,105,100,70,650,17,,5,5,,,,,,,,,,,,,,1376|201376,201376,17||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13007
201612,597,闪·双斧战龙,超合金强化下，使得它双斧足以劈开最坚硬的岩石,69,601612;10|601612;20|601612;30|601612;40|601612;50|601612;60|601612;70|601612;80,601612;10|601612;20|601612;30|601612;30|601612;30|601612;50|601612;50|601612;50|601612;70|601612;70|601612;70|601612;90|601612;90|601612;90,1063504;1|4066505;3|3066507;20,96,160,107,60,70,97,590,6,,4,5,,,,,,,,,,,,,,1612|201612,201612,6||9,9,,1001,4320,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,,13006
301003,598,超·妙蛙花,妙蛙花的最强形态，还没有靠近就有花的香气。,91,601003;10|601003;20|601003;30|601003;40|601003;50|601003;60|601003;70|601003;80,601003;10|601003;20|601003;30|601003;30|601003;30|601003;50|601003;50|601003;50|601003;70|601003;70|601003;70|601003;90|601003;90|601003;90,1036005;1|4184006;3|3036508;20|3000108;30,80,102,123,100,120,100,625,3,18,5,5,,,,,1003,,,,,,,,,1003|301003,301003,3|18|9,9,,1004,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301006,599,X·喷火龙,喷火龙的最强形态，它的样子好冷酷哦,81,601006;10|601006;20|601006;30|601006;40|601006;50|601006;60|601006;70|601006;80,601006;10|601006;20|601006;30|601006;30|601006;30|601006;50|601006;50|601006;50|601006;70|601006;70|601006;70|601006;90|601006;90|601006;90,2016005;1|3064006;3|4016508;20,78,125,120,130,85,100,638,1,6,5,5,,,,,1006,,,,,,,,,1006|301006,301006,1|6|9,9,,1006,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301009,600,超·水箭龟,水箭龟的最强形态，听说可以淹没一座城市。,92,601009;10|601009;20|601009;30|601009;40|601009;50|601009;60|601009;70|601009;80,601009;10|601009;20|601009;30|601009;30|601009;30|601009;50|601009;50|601009;50|601009;70|601009;70|601009;70|601009;90|601009;90|601009;90,2023508;1|3026506;3|4026508;20,79,103,120,135,115,78,630,2,,5,5,,,,,1009,,,,,,,,,1009|301009,301009,2||9,9,,1009,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301015,601,超·大针蜂,高速飞行，能用大的毒针刺敌人,7,601015;10|601015;20|601015;30|601015;40|601015;50|601015;60|601015;70|601015;80,601015;10|601015;20|601015;30|601015;30|601015;30|601015;50|601015;50|601015;50|601015;70|601015;70|601015;70|601015;90|601015;90|601015;90,2116005;1|3186506;3|1116007;20,65,150,40,15,80,145,495,11,18,5,1,,,,,1015,,,,,,,,,1015|301015,301015,11|18|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301018,602,超·大比鸟,它的强大攻击使它成为许多训练家的首选,8,601018;10|601018;20|601018;30|601018;40|601018;50|601018;60|601018;70|601018;80,601018;10|601018;20|601018;30|601018;30|601018;30|601018;50|601018;50|601018;50|601018;70|601018;70|601018;70|601018;90|601018;90|601018;90,3124005;1|4096506;3|2126007;20|12000904;30,83,80,80,135,80,121,579,12,9,5,3,,,,,1018,,,,,,,,,1018|301018,301018,12|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301024,603,超·阿柏怪,样子很可怕，不用战斗就能吓跑敌人,10,601024;10|601024;20|601024;30|601024;40|601024;50|601024;60|601024;70|601024;80,601024;10|601024;20|601024;30|601024;30|601024;30|601024;50|601024;50|601024;50|601024;70|601024;70|601024;70|601024;90|601024;90|601024;90,2186005;1|3186506;3|1186007;20,80,115,89,85,109,90,568,18,,5,3,,,,,1024,,,,,,,,,1024|301024,301024,18||9,9,,1024,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301026,604,超·雷丘,在有些地区，吸收超级进化能量后的雷丘也会被人们当作雷神,11,601026;10|601026;20|601026;30|601026;40|601026;50|601026;60|601026;70|601026;80,601026;10|601026;20|601026;30|601026;30|601026;30|601026;50|601026;50|601026;50|601026;70|601026;70|601026;70|601026;90|601026;90|601026;90,2106005;1|3106506;3|3104508;20,60,100,80,115,80,130,565,10,,5,4,,,,,1026,,,,,,,,,1026|301026,301026,10||9,9,,1026,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301031,605,超·尼多后,尼多后的超级形态，更加坚硬的外壳使敌人无法靠近,116,601031;10|601031;20|601031;30|601031;40|601031;50|601031;60|601031;70|601031;80,601031;10|601031;20|601031;30|601031;30|601031;30|601031;50|601031;50|601031;50|601031;70|601031;70|601031;70|601031;90|601031;90|601031;90,1186005;1|4136506;3|3186508;20,105,127,112,80,106,90,620,18,13,5,5,,,,,1031,,,,,,,,,1030|301031,301031,18|13|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301034,606,超·尼多王,超级尼多王的力量已不是一般宝可梦所能比拟,115,601034;10|601034;20|601034;30|601034;40|601034;50|601034;60|601034;70|601034;80,601034;10|601034;20|601034;30|601034;30|601034;30|601034;50|601034;50|601034;50|601034;70|601034;70|601034;70|601034;90|601034;90|601034;90,1186005;1|4136506;3|3186508;20,96,147,92,90,90,110,625,18,13,5,5,,,,,1034,,,,,,,,,1034|301034,301034,18|13|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301040,607,超·胖可丁,能通过深深地吸气，让充满弹性的身体越胀越大，胀大后的胖可丁会轻飘飘地跳起来哦,14,601040;10|601040;20|601040;30|601040;40|601040;50|601040;60|601040;70|601040;80,601040;10|601040;20|601040;30|601040;30|601040;30|601040;50|601040;50|601040;50|601040;70|601040;70|601040;70|601040;90|601040;90|601040;90,1096005;1|4046506;3|2046007;20,175,85,60,95,65,65,545,9,4,5,2,,,,,1040,,,,,,,,,1040|301040,301040,4|9,9,,1040,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301051,608,超·三地鼠,如果地鼠兄弟中有一个吃的特别多，就会变得比其他地鼠更加强壮。,10,601051;10|601051;20|601051;30|601051;40|601051;50|601051;60|601051;70|601051;80,601051;10|601051;20|601051;30|601051;30|601051;30|601051;50|601051;50|601051;50|601051;70|601051;70|601051;70|601051;90|601051;90|601051;90,2136005;1|3136506;3|1136007;20,110,85,50,40,50,200,535,13,,5,2,,,,,1051,,,,,,,,,1051|301051,301051,13||9,9,,1051,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301053,609,超·猫老大,属于很多人喜欢的生物,19,601053;10|601053;20|601053;30|601053;40|601053;50|601053;60|601053;70|601053;80,601053;10|601053;20|601053;30|601053;30|601053;30|601053;50|601053;50|601053;50|601053;70|601053;70|601053;70|601053;90|601053;90|601053;90,1096005;1|4096506;3|2096007;20,75,70,70,125,75,115,530,9,,5,2,,,,,1053,,,,,,,,,,301053,9,9,,1053,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301057,610,超·火爆猴,生气时，追着对手不放,21,601057;10|601057;20|601057;30|601057;40|601057;50|601057;60|601057;70|601057;80,601057;10|601057;20|601057;30|601057;30|601057;30|601057;50|601057;50|601057;50|601057;70|601057;70|601057;70|601057;90|601057;90|601057;90,2156005;1|3156506;3|1156007;20,85,115,70,70,80,105,525,15,,5,2,,,,,1057,,,,,,,,,,301057,15||9,9,,1057,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301065,611,超·胡地,有比超级计算机还灵敏的技能,115,601065;10|601065;20|601065;30|601065;40|601065;50|601065;60|601065;70|601065;80,601065;10|601065;20|601065;30|601065;30|601065;30|601065;50|601065;50|601065;50|601065;70|601065;70|601065;70|601065;90|601065;90|601065;90,2166005;1|4164506;3|4166508;20,55,50,65,175,105,150,600,16,,5,4,,,,,1065,,,,,,,,,1065|301065,301065,16||9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301073,612,超·毒刺水母,毒刺水母的首领，通过发光的红色珠子来指挥玛瑙水母和毒刺水母,25,601073;10|601073;20|601073;30|601073;40|601073;50|601073;60|601073;70|601073;80,601073;10|601073;20|601073;30|601073;30|601073;30|601073;50|601073;50|601073;50|601073;70|601073;70|601073;70|601073;90|601073;90|601073;90,2023510;1|3186506;3|4026508;20,80,90,75,100,160,110,615,2,18,5,4,,,,,1073,,,,,,,,,1073|301073,301073,2|18|9,9,,1073,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301089,613,超·臭臭泥,全身是污泥，身体有毒,31,601089;10|601089;20|601089;30|601089;40|601089;50|601089;60|601089;70|601089;80,601089;10|601089;20|601089;30|601089;30|601089;30|601089;50|601089;50|601089;50|601089;70|601089;70|601089;70|601089;90|601089;90|601089;90,1186005;1|4186506;3|3186508;20,95,95,95,85,120,99,589,18,,5,4,,,,,1089,,,,,,,,,,301089,18||9,9,,1089,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301091,614,超·铁甲贝,贝壳上长出了更多的喷射口，在水中变得更加灵活。,32,601091;10|601091;20|601091;30|601091;40|601091;50|601091;60|601091;70|601091;80,601091;10|601091;20|601091;30|601091;30|601091;30|601091;50|601091;50|601091;50|601091;70|601091;70|601091;70|601091;90|601091;90|601091;90,1026005;1|4076506;3|3026508;20,50,115,220,85,45,110,625,2,7,5,5,,,,,1091,,,,,,,,,1091|301091,301091,2|7|9,9,,1091,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301094,615,超·耿鬼,感受到我的念力了吗,83,601094;10|601094;20|601094;30|601094;40|601094;50|601094;60|601094;70|601094;80,601094;10|601094;20|601094;30|601094;30|601094;30|601094;50|601094;50|601094;50|601094;70|601094;70|601094;70|601094;90|601094;90|601094;90,2086005;1|4184506;3|4086508;20,60,65,80,170,95,130,600,8,18,5,4,,,,,1094,,,,,,,,,1094|301094,301094,8|18|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301110,616,超·双弹瓦斯,吃从垃圾中产生的瓦斯变大，极少数情况下还能见到三个的双弹瓦斯,35,601110;10|601110;20|601110;30|601110;40|601110;50|601110;60|601110;70|601110;80,601110;10|601110;20|601110;30|601110;30|601110;30|601110;50|601110;50|601110;50|601110;70|601110;70|601110;70|601110;90|601110;90|601110;90,2186005;1|3186506;3|2186507;20,65,125,140,100,100,60,590,18,,5,3,,,,,1110,,,,,,,,,1110|301110,301110,18||9,9,,1110,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301101,617,超·顽皮弹,看起来像一个倒着的超级球，经常被训练家们错当成地上的道具。,35,601101;10|601101;20|601101;30|601101;40|601101;50|601101;60|601101;70|601101;80,601101;10|601101;20|601101;30|601101;30|601101;30|601101;50|601101;50|601101;50|601101;70|601101;70|601101;70|601101;90|601101;90|601101;90,2106005;1|3106506;3|4106508;20,50,50,95,140,110,150,595,10,,5,4,,,,,1101,,,,,,,,,1101|301101,301101,10||9,9,,1101,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301115,618,超·袋兽,袋兽的最强形态,126,601115;10|601115;20|601115;30|601115;40|601115;50|601115;60|601115;70|601115;80,601115;10|601115;20|601115;30|601115;30|601115;30|601115;50|601115;50|601115;50|601115;70|601115;70|601115;70|601115;90|601115;90|601115;90,1096005;1|4096506;3|3096508;20,105,125,100,60,100,100,590,9,,5,4,,,,,1115,,,,,,,,,1115|301115,301115,9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301127,619,超·大甲,很坚硬的双角,90,601127;10|601127;20|601127;30|601127;40|601127;50|601127;60|601127;70|601127;80,601127;10|601127;20|601127;30|601127;30|601127;30|601127;50|601127;50|601127;50|601127;70|601127;70|601127;70|601127;90|601127;90|601127;90,1116005;1|4126506;3|3116508;20,65,155,120,65,90,105,600,11,12,5,4,,,,,1127,,,,,,,,,1127|301127,301127,11|12|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301130,620,超·暴鲤龙,暴鲤龙的最强形态,108,601130;10|601130;20|601130;30|601130;40|601130;50|601130;60|601130;70|601130;80,601130;10|601130;20|601130;30|601130;30|601130;30|601130;50|601130;50|601130;50|601130;70|601130;70|601130;70|601130;90|601130;90|601130;90,1026005;1|4055009;3|3026508;20,95,155,109,70,130,81,640,2,5,5,5,,,,,1130,,,,,,,,,1130|301130,301130,2|5|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301131,621,超·乘龙,,32,601131;10|601131;20|601131;30|601131;40|601131;50|601131;60|601131;70|601131;80,601131;10|601131;20|601131;30|601131;30|601131;30|601131;50|601131;50|601131;50|601131;70|601131;70|601131;70|601131;90|601131;90|601131;90,2076005;1|3026506;3|4076508;20,140,100,100,110,105,80,635,7,2,5,5,,,,,1131,,,,,,,,,1131|301131,301131,7|2|9,9,,1001,20000,631131;200,3000000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301132,622,超·百变怪,可以模仿敌人，有变身的能力,47,601132;10|601132;20|601132;30|601132;40|601132;50|601132;60|601132;70|601132;80,601132;10|601132;20|601132;30|601132;30|601132;30|601132;50|601132;50|601132;50|601132;70|601132;70|601132;70|601132;90|601132;90|601132;90,1096005;1|2096006;3|1096007;20,60,60,60,60,60,60,360,9,,5,1,,,,,1132,,,,,,,,,,301132,9,9,,1132,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13002
301141,623,超·镰刀盔,游泳速度很快，爪子像镰刀般锋利,32,601141;10|601141;20|601141;30|601141;40|601141;50|601141;60|601141;70|601141;80,601141;10|601141;20|601141;30|601141;30|601141;30|601141;50|601141;50|601141;50|601141;70|601141;70|601141;70|601141;90|601141;90|601141;90,1146005;1|4026506;3|3146508;20,90,135,105,65,90,100,585,14,2,5,4,,,,,1141,,,,,,,,,,301141,14|2|9,9,,1141,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
301142,624,超·化石翼龙,是很暴的古代怪兽,100,601142;10|601142;20|601142;30|601142;40|601142;50|601142;60|601142;70|601142;80,601142;10|601142;20|601142;30|601142;30|601142;30|601142;50|601142;50|601142;50|601142;70|601142;70|601142;70|601142;90|601142;90|601142;90,1146005;1|4126506;3|3146508;20,80,135,85,70,95,150,615,14,12,5,5,,,,,1142,,,,,,,,,1142|301142,301142,14|12|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301149,625,超·快龙,,98,601149;10|601149;20|601149;30|601149;40|601149;50|601149;60|601149;70|601149;80,601149;10|601149;20|601149;30|601149;30|601149;30|601149;50|601149;50|601149;50|601149;70|601149;70|601149;70|601149;90|601149;90|601149;90,1066005;1|4126506;3|3066508;20,111,150,115,120,110,94,700,6,12,5,5,,,,,1149,,,,,,,,,1149|301149,301149,6|12|9,9,,1001,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
301150,626,X·超梦,尝试一下绝望的感觉吧,75,601150;10|601150;20|601150;30|601150;40|601150;50|601150;60|601150;70|601150;80,601150;10|601150;20|601150;30|601150;30|601150;30|601150;50|601150;50|601150;50|601150;70|601150;70|601150;70|601150;90|601150;90|601150;90,1056008;1|2058508;3|3056508;20|4058509;30,101,140,70,189,115,135,750,16,15,6,5,100,,,,1150,,,,,,,,,1150|301150,301150,16|15|9,9,,1001,20000,,,0;0.075;0.15;0.3;0.375;0.45;0.6;0.675;0.75;0.9,1,13007
311009,627,Y·超梦,"迷迷幻幻,真真假假",75,601150;10|601150;20|601150;30|601150;40|601150;50|601150;60|601150;70|601150;80,601150;10|601150;20|601150;30|601150;30|601150;30|601150;50|601150;50|601150;50|601150;70|601150;70|601150;70|601150;90|601150;90|601150;90,1046008;1|2046009;3|3046509;20|4046508;30,101,189,95,145,95,125,750,16,,6,5,100,,,,1150,,,,,,,,,1150|311009,301151,16||9,9,,1001,20000,,,0;0.075;0.15;0.3;0.375;0.45;0.6;0.675;0.75;0.9,1,13007
301154,628,超·大竺葵,大竺葵呼出的气息中蕴藏着能让枯萎的花草复苏的不可思议的力量,135,601154;10|601154;20|601154;30|601154;40|601154;50|601154;60|601154;70|601154;80,601154;10|601154;20|601154;30|601154;30|601154;30|601154;50|601154;50|601154;50|601154;70|601154;70|601154;70|601154;90|601154;90|601154;90,2033505;1|3036506;3|4036507;20|3002104;30,110,82,120,103,120,90,625,3,,5,5,,,,,1154,,,,,,,,,1154|301154,301154,3||9,9,,1154,20000,,,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13007
