天赋库ID（关联宝可梦的天赋库ID字段）,等级要求（到达了对应等级能解锁3个天赋，玩家可以3选1）,"可学习内容（主动技能ID对应宝可梦技能表，被动技能ID对应特性表，主动技能的格式为1；skillID，被动技能的格式为2；skillID; 等级(可不填,默认0)，每层都有3个，总体格式为：skilltypeID;skillID|skilltypeID;skillID|skilltypeID;skillID）",解锁消耗(道具ID;数量),克制伤害加成（此克制系数，与常量表中克制系数相加）,种族值加成,消耗宠物数量（0为不消耗）
number,number,string,string,double,number,number
talentGroupId,askLv,talentIdArray,costItem,counterDamageAddStar,alladd,count
301169,30,2;1055;3|2;1021;3|2;1044;3,1;1000000|12129;90|6;1000,0.03,2,0
301169,35,3;900102|3;900302|3;900504,1;2000000|12129;150|6;2000,0.04,2,0
301169,40,1;3057009|1;1143009|1;3128009,1;5000000|12129;220|6;5000,0.08,3,1
301169,45,2;1011;3|2;1026;3|2;1045;3,1;12000000|12129;320|6;12000,0.12,4,2
301169,50,3;900104|3;900304|3;900004,1;25000000|12129;500|6;25000,0.2,5,3
301181,20,3;900201|3;900401|3;900001,1;200000|12121;20|6;200,0.01,1,0
301181,25,1;2062506|1;2175006|1;2102506,1;500000|12121;50|6;500,0.02,1,0
301181,30,2;1010;3|2;1018;3|2;1026;3,1;1000000|12121;90|6;1000,0.03,2,0
301181,35,3;900203|3;900403|3;900504,1;2000000|12121;150|6;2000,0.04,2,0
301181,40,1;4064009|1;2175009|1;2103009,1;5000000|12121;220|6;5000,0.08,3,1
301181,45,2;1013;3|2;1021;3|2;1043;3,1;12000000|12121;320|6;12000,0.12,4,2
301181,50,3;900204|3;900404|3;900004,1;25000000|12121;500|6;25000,0.2,5,3
301185,20,3;900101|3;900301|3;900001,1;200000|12125;20|6;200,0.01,1,0
301185,25,1;1033006|1;1174006|1;1145006,1;500000|12125;50|6;500,0.02,1,0
301185,30,2;1010;3|2;1020;3|2;1027;3,1;1000000|12125;90|6;1000,0.03,2,0
301185,35,3;900102|3;900302|3;900504,1;2000000|12125;150|6;2000,0.04,2,0
301185,40,1;3034509|1;1176009|1;1145509,1;5000000|12125;220|6;5000,0.08,3,1
301185,45,2;1013;3|2;1021;3|2;1043;3,1;12000000|12125;320|6;12000,0.12,4,2
301185,50,3;900104|3;900304|3;900004,1;25000000|12125;500|6;25000,0.2,5,3
301189,20,3;900101|3;900401|3;900001,1;200000|12103;20|6;200,0.01,1,0
301189,25,1;3185006|1;1033006|1;1124006,1;500000|12103;50|6;500,0.02,1,0
301189,30,2;1025;3|2;1020;3|2;1044;3,1;1000000|12103;90|6;1000,0.03,2,0
301189,35,3;900103|3;900303|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
301189,40,1;1184009|1;1034509|1;1126509,1;5000000|12103;220|6;5000,0.08,3,1
301189,45,2;1014;3|2;1026;3|2;1045;3,1;12000000|12103;320|6;12000,0.12,4,2
301189,50,3;900104|3;900404|3;900004,1;25000000|12103;500|6;25000,0.2,5,3
301199,20,3;900201|3;900301|3;900001,1;200000|12127;20|6;200,0.01,1,0
301199,25,1;2182006|1;2142006|1;3025006,1;500000|12127;50|6;500,0.02,1,0
301199,30,2;1010;3|2;1019;3|2;1042;3,1;1000000|12127;90|6;1000,0.03,2,0
301199,35,3;900202|3;900402|3;900504,1;2000000|12127;150|6;2000,0.04,2,0
301199,40,1;2182009|1;2144009|1;2027009,1;5000000|12127;220|6;5000,0.08,3,1
301199,45,2;1015;3|2;1027;3|2;1045;3,1;12000000|12127;320|6;12000,0.12,4,2
301199,50,3;900204|3;900304|3;900004,1;25000000|12127;500|6;25000,0.2,5,3
301208,20,3;900101|3;900301|3;900001,1;200000|12128;20|6;200,0.01,1,0
301208,25,1;3145006|1;3054506|1;1134006,1;500000|12128;50|6;500,0.02,1,0
301208,30,2;1050;3|2;1021;3|2;1043;3,1;1000000|12128;90|6;1000,0.03,2,0
301208,35,3;900102|3;900303|3;900504,1;2000000|12128;150|6;2000,0.04,2,0
301208,40,1;1142009|1;1057009|1;3174509,1;5000000|12128;220|6;5000,0.08,3,1
301208,45,2;1014;3|2;1027;3|2;1045;3,1;12000000|12128;320|6;12000,0.12,4,2
301208,50,3;900104|3;900304|3;900004,1;25000000|12128;500|6;25000,0.2,5,3
301212,20,3;900101|3;900301|3;900001,1;200000|12128;20|6;200,0.01,1,0
301212,25,1;1122506|1;3094006|1;3114006,1;500000|12128;50|6;500,0.02,1,0
301212,30,2;1010;3|2;1017;3|2;1036;3,1;1000000|12128;90|6;1000,0.03,2,0
301212,35,3;900102|3;900302|3;900504,1;2000000|12128;150|6;2000,0.04,2,0
301212,40,1;3125009|1;1098009|1;1175009,1;5000000|12128;220|6;5000,0.08,3,1
301212,45,2;1014;3|2;1027;3|2;1045;3,1;12000000|12128;320|6;12000,0.12,4,2
301212,50,3;900104|3;900304|3;900004,1;25000000|12128;500|6;25000,0.2,5,3
301214,20,3;900101|3;900301|3;900001,1;200000|12122;20|6;200,0.01,1,0
301214,25,1;1014006|1;3104506|1;1114006,1;500000|12122;50|6;500,0.02,1,0
301214,30,2;1010;3|2;1021;3|2;1043;3,1;1000000|12122;90|6;1000,0.03,2,0
301214,35,3;900102|3;900302|3;900504,1;2000000|12122;150|6;2000,0.04,2,0
301214,40,1;1018509|1;1107009|1;3114509,1;5000000|12122;220|6;5000,0.08,3,1
301214,45,2;1014;3|2;1027;3|2;1045;3,1;12000000|12122;320|6;12000,0.12,4,2
301214,50,3;900104|3;900304|3;900004,1;25000000|12122;500|6;25000,0.2,5,3
301229,20,3;900201|3;900301|3;900001,1;200000|12101;20|6;200,0.01,1,0
301229,25,1;2153506|1;4094006|1;2053506,1;500000|12101;50|6;500,0.02,1,0
301229,30,2;1035;3|2;1021;3|2;1036;3,1;1000000|12101;90|6;1000,0.03,2,0
301229,35,3;900202|3;900402|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
301229,40,1;2154509|1;4098509|1;2016509,1;5000000|12101;220|6;5000,0.08,3,1
301229,45,2;1014;3|2;1026;3|2;1045;3,1;12000000|12101;320|6;12000,0.12,4,2
301229,50,3;900204|3;900304|3;900004,1;25000000|12101;500|6;25000,0.2,5,3
301230,20,3;900101|3;900201|3;900001,1;200000|12102;20|6;200,0.01,1,0
301230,25,1;1074006|1;1182006|1;2062506,1;500000|12102;50|6;500,0.02,1,0
301230,30,2;1049;3|2;1017;3|2;1036;3,1;1000000|12102;90|6;1000,0.03,2,0
301230,35,3;900102|3;900203|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
301230,40,1;3076009|1;3187009|1;1025509,1;5000000|12102;220|6;5000,0.08,3,1
301230,45,2;1013;3|2;1027;3|2;1045;3,1;12000000|12102;320|6;12000,0.12,4,2
301230,50,3;900104|3;900204|3;900004,1;25000000|12102;500|6;25000,0.2,5,3
301242,20,3;900201|3;900401|3;900001,1;200000|12109;20|6;200,0.01,1,0
301242,25,1;4045506|1;2165506|1;2093506,1;500000|12109;50|6;500,0.02,1,0
301242,30,2;1030;3|2;1018;3|2;1027;3,1;1000000|12109;90|6;1000,0.03,2,0
301242,35,3;900203|3;900403|3;900504,1;2000000|12109;150|6;2000,0.04,2,0
301242,40,1;4095009|1;2166509|1;2098009,1;5000000|12109;220|6;5000,0.08,3,1
301242,45,2;1014;3|2;1021;3|2;1043;3,1;12000000|12109;320|6;12000,0.12,4,2
301242,50,3;900204|3;900404|3;900004,1;25000000|12109;500|6;25000,0.2,5,3
301243,20,3;900205|3;900405|3;900005,1;200000|12121;20|6;200,0.01,1,0
301243,25,1;2054506|1;2143506|1;4105006,1;500000|12121;50|6;500,0.02,1,0
301243,30,2;1010;4|2;1019;4|2;1027;4,1;1000000|12121;90|6;1000,0.03,2,0
301243,35,3;900207|3;900407|3;900508,1;2000000|12121;150|6;2000,0.04,2,0
301243,40,1;2057009|1;4145509|1;2102509,1;5000000|12121;220|6;5000,0.08,3,1
301243,45,2;1014;4|2;1021;4|2;1043;4,1;12000000|12121;320|6;12000,0.12,4,2
301243,50,3;900208|3;900408|3;900008,1;25000000|12121;500|6;25000,0.2,5,3
301244,20,3;900105|3;900305|3;900005,1;200000|12101;20|6;200,0.01,1,0
301244,25,1;3155006|1;1135506|1;3015006,1;500000|12101;50|6;500,0.02,1,0
301244,30,2;1003;4|2;1018;4|2;1042;4,1;1000000|12101;90|6;1000,0.03,2,0
301244,35,3;900106|3;900306|3;900508,1;2000000|12101;150|6;2000,0.04,2,0
301244,40,1;1157509|1;1134509|1;1017009,1;5000000|12101;220|6;5000,0.08,3,1
301244,45,2;1014;4|2;1021;4|2;1043;4,1;12000000|12101;320|6;12000,0.12,4,2
301244,50,3;900108|3;900308|3;900008,1;25000000|12101;500|6;25000,0.2,5,3
301245,20,3;900205|3;900305|3;900005,1;200000|12102;20|6;200,0.01,1,0
301245,25,1;2073506|1;2161506|1;2025506,1;500000|12102;50|6;500,0.02,1,0
301245,30,2;1033;4|2;1018;4|2;1027;4,1;1000000|12102;90|6;1000,0.03,2,0
301245,35,3;900206|3;900406|3;900508,1;2000000|12102;150|6;2000,0.04,2,0
301245,40,1;2073009|1;4164009|1;4028509,1;5000000|12102;220|6;5000,0.08,3,1
301245,45,2;1014;4|2;1021;4|2;1043;4,1;12000000|12102;320|6;12000,0.12,4,2
301245,50,3;900208|3;900308|3;900008,1;25000000|12102;500|6;25000,0.2,5,3
301248,20,3;900101|3;900301|3;900001,1;200000|12125;20|6;200,0.01,1,0
301248,25,1;1124006|1;3084506|1;1135506,1;500000|12125;50|6;500,0.02,1,0
301248,30,2;1009;3|2;1017;3|2;1043;3,1;1000000|12125;90|6;1000,0.03,2,0
301248,35,3;900102|3;900302|3;900504,1;2000000|12125;150|6;2000,0.04,2,0
301248,40,1;1125509|1;3084509|1;3057009,1;5000000|12125;220|6;5000,0.08,3,1
301248,45,2;1015;3|2;1026;3|2;1045;3,1;12000000|12125;320|6;12000,0.12,4,2
301248,50,3;900104|3;900304|3;900004,1;25000000|12125;500|6;25000,0.2,5,3
301249,20,3;900109|3;900409|3;900009,1;200000|12127;20|6;200,0.01,1,0
301249,25,1;1025008|1;3174008|1;3125508,1;500000|12127;50|6;500,0.02,1,0
301249,30,2;1047;4|2;1020;4|2;1036;4,1;1000000|12127;90|6;1000,0.03,2,0
301249,35,3;900111|3;900311|3;900512,1;2000000|12127;150|6;2000,0.04,2,0
301249,40,1;3024509|1;1171509|1;3124509,1;5000000|12127;220|6;5000,0.08,3,1
301249,45,2;1014;4|2;1027;4|2;1045;4,1;12000000|12127;320|6;12000,0.12,4,2
301249,50,3;900112|3;900412|3;900012,1;25000000|12127;500|6;25000,0.2,5,3
301250,20,3;900109|3;900409|3;900009,1;200000|12101;20|6;200,0.01,1,0
301250,25,1;1042508|1;1051508|1;1014508,1;500000|12101;50|6;500,0.02,1,0
301250,30,2;1010;4|2;1018;4|2;1043;4,1;1000000|12101;90|6;1000,0.03,2,0
301250,35,3;900111|3;900311|3;900512,1;2000000|12101;150|6;2000,0.04,2,0
301250,40,1;1041509|1;1054509|1;3015009,1;5000000|12101;220|6;5000,0.08,3,1
301250,45,2;1011;4|2;1027;4|2;1045;4,1;12000000|12101;320|6;12000,0.12,4,2
301250,50,3;900112|3;900412|3;900012,1;25000000|12101;500|6;25000,0.2,5,3
301251,20,3;900109|3;900309|3;900009,1;200000|12127;20|6;200,0.01,1,0
301251,25,1;3184008|1;3165008|1;1033508,1;500000|12127;50|6;500,0.02,1,0
301251,30,2;1010;4|2;1021;4|2;1036;4,1;1000000|12127;90|6;1000,0.03,2,0
301251,35,3;900110|3;900311|3;900512,1;2000000|12127;150|6;2000,0.04,2,0
301251,40,1;1186509|1;3166509|1;1031509,1;5000000|12127;220|6;5000,0.08,3,1
301251,45,2;1015;4|2;1026;4|2;1045;4,1;12000000|12127;320|6;12000,0.12,4,2
301251,50,3;900112|3;900312|3;900012,1;25000000|12127;500|6;25000,0.2,5,3
301254,20,3;900201|3;900401|3;900001,1;200000|12103;20|6;200,0.01,1,0
301254,25,1;4064006|1;2153506|1;2033506,1;500000|12103;50|6;500,0.02,1,0
301254,30,2;1031;3|2;1017;3|2;1027;3,1;1000000|12103;90|6;1000,0.03,2,0
301254,35,3;900203|3;900403|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
301254,40,1;2063509|1;4158509|1;4035009,1;5000000|12103;220|6;5000,0.08,3,1
301254,45,2;1011;3|2;1021;3|2;1043;3,1;12000000|12103;320|6;12000,0.12,4,2
301254,50,3;900204|3;900404|3;900004,1;25000000|12103;500|6;25000,0.2,5,3
301257,20,3;900101|3;900301|3;900001,1;200000|12101;20|6;200,0.01,1,0
301257,25,1;1122006|1;1092506|1;4154506,1;500000|12101;50|6;500,0.02,1,0
301257,30,2;1003;3|2;1017;3|2;1042;3,1;1000000|12101;90|6;1000,0.03,2,0
301257,35,3;900102|3;900302|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
301257,40,1;1125509|1;1092509|1;3015009,1;5000000|12101;220|6;5000,0.08,3,1
301257,45,2;1015;3|2;1027;3|2;1045;3,1;12000000|12101;320|6;12000,0.12,4,2
301257,50,3;900104|3;900304|3;900004,1;25000000|12101;500|6;25000,0.2,5,3
301260,20,3;900101|3;900301|3;900001,1;200000|12102;20|6;200,0.01,1,0
301260,25,1;1055006|1;1155506|1;1134006,1;500000|12102;50|6;500,0.02,1,0
301260,30,2;1033;3|2;1020;3|2;1042;3,1;1000000|12102;90|6;1000,0.03,2,0
301260,35,3;900102|3;900302|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
301260,40,1;3058509|1;3156009|1;3136509,1;5000000|12102;220|6;5000,0.08,3,1
301260,45,2;1011;3|2;1027;3|2;1045;3,1;12000000|12102;320|6;12000,0.12,4,2
301260,50,3;900104|3;900304|3;900004,1;25000000|12102;500|6;25000,0.2,5,3
301275,20,3;900101|3;900401|3;900001,1;200000|12103;20|6;200,0.01,1,0
301275,25,1;1122006|1;1141506|1;1053006,1;500000|12103;50|6;500,0.02,1,0
301275,30,2;1025;3|2;1018;3|2;1027;3,1;1000000|12103;90|6;1000,0.03,2,0
301275,35,3;900103|3;900303|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
301275,40,1;3128509|1;1145509|1;3054009,1;5000000|12103;220|6;5000,0.08,3,1
301275,45,2;1011;3|2;1027;3|2;1045;3,1;12000000|12103;320|6;12000,0.12,4,2
301275,50,3;900104|3;900404|3;900004,1;25000000|12103;500|6;25000,0.2,5,3
301282,20,3;900201|3;900401|3;900001,1;200000|12127;20|6;200,0.01,1,0
301282,25,1;4095506|1;2164006|1;2041506,1;500000|12127;50|6;500,0.02,1,0
301282,30,2;1048;3|2;1020;3|2;1042;3,1;1000000|12127;90|6;1000,0.03,2,0
301282,35,3;900203|3;900403|3;900504,1;2000000|12127;150|6;2000,0.04,2,0
301282,40,1;2185009|1;2095009|1;2044009,1;5000000|12127;220|6;5000,0.08,3,1
301282,45,2;1013;3|2;1027;3|2;1045;3,1;12000000|12127;320|6;12000,0.12,4,2
301282,50,3;900204|3;900404|3;900004,1;25000000|12127;500|6;25000,0.2,5,3
301302,20,3;900101|3;900301|3;900001,1;200000|12108;20|6;200,0.01,1,0
301302,25,1;3184506|1;1173006|1;1055006,1;500000|12108;50|6;500,0.02,1,0
301302,30,2;1054;3|2;1019;3|2;1043;3,1;1000000|12108;90|6;1000,0.03,2,0
301302,35,3;900102|3;900302|3;900504,1;2000000|12108;150|6;2000,0.04,2,0
301302,40,1;1187509|1;3174509|1;3054009,1;5000000|12108;220|6;5000,0.08,3,1
301302,45,2;1015;3|2;1027;3|2;1045;3,1;12000000|12108;320|6;12000,0.12,4,2
301302,50,3;900104|3;900304|3;900004,1;25000000|12108;500|6;25000,0.2,5,3
301303,20,3;900101|3;900301|3;900001,1;200000|12128;20|6;200,0.01,1,0
301303,25,1;3154006|1;1015506|1;1044006,1;500000|12128;50|6;500,0.02,1,0
301303,30,2;1007;3|2;1021;3|2;1036;3,1;1000000|12128;90|6;1000,0.03,2,0
301303,35,3;900102|3;900302|3;900504,1;2000000|12128;150|6;2000,0.04,2,0
301303,40,1;1158009|1;1013509|1;3044509,1;5000000|12128;220|6;5000,0.08,3,1
301303,45,2;1015;3|2;1027;3|2;1045;3,1;12000000|12128;320|6;12000,0.12,4,2
301303,50,3;900104|3;900304|3;900004,1;25000000|12128;500|6;25000,0.2,5,3
301306,20,3;900101|3;900301|3;900001,1;200000|12128;20|6;200,0.01,1,0
301306,25,1;1011506|1;1135506|1;3144506,1;500000|12128;50|6;500,0.02,1,0
301306,30,2;1007;3|2;1018;3|2;1043;3,1;1000000|12128;90|6;1000,0.03,2,0
301306,35,3;900102|3;900302|3;900504,1;2000000|12128;150|6;2000,0.04,2,0
301306,40,1;1017509|1;1134509|1;1145509,1;5000000|12128;220|6;5000,0.08,3,1
301306,45,2;1011;3|2;1026;3|2;1045;3,1;12000000|12128;320|6;12000,0.12,4,2
301306,50,3;900104|3;900304|3;900004,1;25000000|12128;500|6;25000,0.2,5,3
301308,20,3;900101|3;900301|3;900001,1;200000|12127;20|6;200,0.01,1,0
301308,25,1;3125506|1;1053006|1;3155006,1;500000|12127;50|6;500,0.02,1,0
301308,30,2;1041;3|2;1020;3|2;1044;3,1;1000000|12127;90|6;1000,0.03,2,0
301308,35,3;900102|3;900302|3;900504,1;2000000|12127;150|6;2000,0.04,2,0
301308,40,1;1122509|1;1058509|1;3158009,1;5000000|12127;220|6;5000,0.08,3,1
301308,45,2;1011;3|2;1027;3|2;1045;3,1;12000000|12127;320|6;12000,0.12,4,2
301308,50,3;900104|3;900304|3;900004,1;25000000|12127;500|6;25000,0.2,5,3
301310,20,3;900201|3;900301|3;900001,1;200000|12121;20|6;200,0.01,1,0
301310,25,1;2135506|1;2012506|1;2101506,1;500000|12121;50|6;500,0.02,1,0
301310,30,2;1010;3|2;1019;3|2;1026;3,1;1000000|12121;90|6;1000,0.03,2,0
301310,35,3;900202|3;900402|3;900504,1;2000000|12121;150|6;2000,0.04,2,0
301310,40,1;2131509|1;2014009|1;2108009,1;5000000|12121;220|6;5000,0.08,3,1
301310,45,2;1011;3|2;1021;3|2;1043;3,1;12000000|12121;320|6;12000,0.12,4,2
301310,50,3;900204|3;900304|3;900004,1;25000000|12121;500|6;25000,0.2,5,3
301319,20,3;900101|3;900301|3;900001,1;200000|12102;20|6;200,0.01,1,0
301319,25,1;3184506|1;1053506|1;3054006,1;500000|12102;50|6;500,0.02,1,0
301319,30,2;1033;3|2;1020;3|2;1042;3,1;1000000|12102;90|6;1000,0.03,2,0
301319,35,3;900102|3;900302|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
301319,40,1;3186509|1;1052009|1;3057509,1;5000000|12102;220|6;5000,0.08,3,1
301319,45,2;1015;3|2;1026;3|2;1045;3,1;12000000|12102;320|6;12000,0.12,4,2
301319,50,3;900104|3;900304|3;900004,1;25000000|12102;500|6;25000,0.2,5,3
301321,20,3;900101|3;900301|3;900001,1;200000|12102;20|6;200,0.01,1,0
301321,25,1;1132506|1;1095506|1;3024506,1;500000|12102;50|6;500,0.02,1,0
301321,30,2;1033;2|2;1015;2|2;1027;2,1;1000000|12102;90|6;1000,0.03,2,0
301321,35,3;900102|3;900302|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
301321,40,1;1137509|1;1096509|1;1026509,1;5000000|12102;220|6;5000,0.08,3,1
301321,45,2;1011;2|2;1021;2|2;1043;2,1;12000000|12102;320|6;12000,0.12,4,2
301321,50,3;900104|3;900304|3;900004,1;25000000|12102;500|6;25000,0.2,5,3
301323,20,3;900201|3;900401|3;900001,1;200000|12101;20|6;200,0.01,1,0
301323,25,1;2173006|1;4144006|1;2133506,1;500000|12101;50|6;500,0.02,1,0
301323,30,2;1023;3|2;1019;3|2;1044;3,1;1000000|12101;90|6;1000,0.03,2,0
301323,35,3;900203|3;900403|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
301323,40,1;2178009|1;2144509|1;2014009,1;5000000|12101;220|6;5000,0.08,3,1
301323,45,2;1011;3|2;1027;3|2;1045;3,1;12000000|12101;320|6;12000,0.12,4,2
301323,50,3;900204|3;900404|3;900004,1;25000000|12101;500|6;25000,0.2,5,3
301330,20,3;900101|3;900301|3;900001,1;200000|12124;20|6;200,0.01,1,0
301330,25,1;1122506|1;3014506|1;1063006,1;500000|12124;50|6;500,0.02,1,0
301330,30,2;1010;3|2;1015;3|2;1042;3,1;1000000|12124;90|6;1000,0.03,2,0
301330,35,3;900102|3;900302|3;900504,1;2000000|12124;150|6;2000,0.04,2,0
301330,40,1;3128009|1;1018509|1;1068509,1;5000000|12124;220|6;5000,0.08,3,1
301330,45,2;1014;3|2;1027;3|2;1045;3,1;12000000|12124;320|6;12000,0.12,4,2
301330,50,3;900104|3;900304|3;900004,1;25000000|12124;500|6;25000,0.2,5,3
301334,20,3;900101|3;900201|3;900001,1;200000|12106;20|6;200,0.01,1,0
301334,25,1;1094006|1;3105006|1;1124006,1;500000|12106;50|6;500,0.02,1,0
301334,30,2;1030;3|2;1018;3|2;1043;3,1;1000000|12106;90|6;1000,0.03,2,0
301334,35,3;900102|3;900202|3;900504,1;2000000|12106;150|6;2000,0.04,2,0
301334,40,1;1096009|1;3105009|1;1046009,1;5000000|12106;220|6;5000,0.08,3,1
301334,45,2;1011;3|2;1027;3|2;1045;3,1;12000000|12106;320|6;12000,0.12,4,2
301334,50,3;900104|3;900204|3;900004,1;25000000|12106;500|6;25000,0.2,5,3
301344,20,3;900101|3;900401|3;900001,1;200000|12127;20|6;200,0.01,1,0
301344,25,1;1084006|1;3045006|1;3135506,1;500000|12127;50|6;500,0.02,1,0
301344,30,2;1048;3|2;1020;3|2;1044;3,1;1000000|12127;90|6;1000,0.03,2,0
301344,35,3;900103|3;900303|3;900504,1;2000000|12127;150|6;2000,0.04,2,0
301344,40,1;3087509|1;3048009|1;3167509,1;5000000|12127;220|6;5000,0.08,3,1
301344,45,2;1014;3|2;1027;3|2;1045;3,1;12000000|12127;320|6;12000,0.12,4,2
301344,50,3;900104|3;900404|3;900004,1;25000000|12127;500|6;25000,0.2,5,3
301346,20,3;900101|3;900401|3;900001,1;200000|12103;20|6;200,0.01,1,0
301346,25,1;1185006|1;3085006|1;2142006,1;500000|12103;50|6;500,0.02,1,0
301346,30,2;1025;3|2;1017;3|2;1036;3,1;1000000|12103;90|6;1000,0.03,2,0
301346,35,3;900103|3;900303|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
301346,40,1;1184009|1;1083509|1;3146509,1;5000000|12103;220|6;5000,0.08,3,1
301346,45,2;1013;3|2;1026;3|2;1045;3,1;12000000|12103;320|6;12000,0.12,4,2
301346,50,3;900104|3;900404|3;900004,1;25000000|12103;500|6;25000,0.2,5,3
301350,20,3;900201|3;900301|3;900001,1;200000|12102;20|6;200,0.01,1,0
301350,25,1;4045506|1;2072506|1;1023506,1;500000|12102;50|6;500,0.02,1,0
301350,30,2;1033;3|2;1015;3|2;1026;3,1;1000000|12102;90|6;1000,0.03,2,0
301350,35,3;900202|3;900402|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
301350,40,1;2046509|1;4077009|1;2023509,1;5000000|12102;220|6;5000,0.08,3,1
301350,45,2;1013;3|2;1021;3|2;1043;3,1;12000000|12102;320|6;12000,0.12,4,2
301350,50,3;900204|3;900304|3;900004,1;25000000|12102;500|6;25000,0.2,5,3
301354,20,3;900101|3;900401|3;900001,1;200000|12108;20|6;200,0.01,1,0
301354,25,1;1054506|1;1182506|1;1085506,1;500000|12108;50|6;500,0.02,1,0
301354,30,2;1054;3|2;1015;3|2;1027;3,1;1000000|12108;90|6;1000,0.03,2,0
301354,35,3;900103|3;900303|3;900504,1;2000000|12108;150|6;2000,0.04,2,0
301354,40,1;1053009|1;1187509|1;1087509,1;5000000|12108;220|6;5000,0.08,3,1
301354,45,2;1014;3|2;1021;3|2;1043;3,1;12000000|12108;320|6;12000,0.12,4,2
301354,50,3;900104|3;900404|3;900004,1;25000000|12108;500|6;25000,0.2,5,3
301357,20,3;900201|3;900301|3;900001,1;200000|12103;20|6;200,0.01,1,0
301357,25,1;2061506|1;4014506|1;4035506,1;500000|12103;50|6;500,0.02,1,0
301357,30,2;1025;3|2;1018;3|2;1042;3,1;1000000|12103;90|6;1000,0.03,2,0
301357,35,3;900202|3;900402|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
301357,40,1;2065509|1;2015509|1;2032509,1;5000000|12103;220|6;5000,0.08,3,1
301357,45,2;1015;3|2;1026;3|2;1045;3,1;12000000|12103;320|6;12000,0.12,4,2
301357,50,3;900204|3;900304|3;900004,1;25000000|12103;500|6;25000,0.2,5,3
301359,20,3;900101|3;900301|3;900001,1;200000|12105;20|6;200,0.01,1,0
301359,25,1;3015006|1;3154506|1;3054006,1;500000|12105;50|6;500,0.02,1,0
301359,30,2;1035;3|2;1020;3|2;1042;3,1;1000000|12105;90|6;1000,0.03,2,0
301359,35,3;900102|3;900302|3;900504,1;2000000|12105;150|6;2000,0.04,2,0
301359,40,1;1016509|1;3155509|1;3055509,1;5000000|12105;220|6;5000,0.08,3,1
301359,45,2;1013;3|2;1021;3|2;1043;3,1;12000000|12105;320|6;12000,0.12,4,2
301359,50,3;900104|3;900304|3;900004,1;25000000|12105;500|6;25000,0.2,5,3
301362,20,3;900101|3;900201|3;900001,1;200000|12107;20|6;200,0.01,1,0
301362,25,1;1132006|1;1142506|1;3074006,1;500000|12107;50|6;500,0.02,1,0
301362,30,2;1034;3|2;1019;3|2;1036;3,1;1000000|12107;90|6;1000,0.03,2,0
301362,35,3;900102|3;900203|3;900504,1;2000000|12107;150|6;2000,0.04,2,0
301362,40,1;1137509|1;1142509|1;1071509,1;5000000|12107;220|6;5000,0.08,3,1
301362,45,2;1014;3|2;1021;3|2;1044;3,1;12000000|12107;320|6;12000,0.12,4,2
301362,50,3;900104|3;900204|3;900004,1;25000000|12107;500|6;25000,0.2,5,3
301373,20,3;900101|3;900301|3;900001,1;200000|12106;20|6;200,0.01,1,0
301373,25,1;1104006|1;1125506|1;3125006,1;500000|12106;50|6;500,0.02,1,0
301373,30,2;1029;3|2;1018;3|2;1036;3,1;1000000|12106;90|6;1000,0.03,2,0
301373,35,3;900102|3;900302|3;900504,1;2000000|12106;150|6;2000,0.04,2,0
301373,40,1;1104509|1;3124009|1;1064009,1;5000000|12106;220|6;5000,0.08,3,1
301373,45,2;1013;3|2;1027;3|2;1045;3,1;12000000|12106;320|6;12000,0.12,4,2
301373,50,3;900104|3;900304|3;900004,1;25000000|12106;500|6;25000,0.2,5,3
301376,20,3;900101|3;900301|3;900001,1;200000|12128;20|6;200,0.01,1,0
301376,25,1;1141506|1;1054506|1;1164006,1;500000|12128;50|6;500,0.02,1,0
301376,30,2;1010;3|2;1018;3|2;1042;3,1;1000000|12128;90|6;1000,0.03,2,0
301376,35,3;900102|3;900302|3;900504,1;2000000|12128;150|6;2000,0.04,2,0
301376,40,1;1142009|1;1056009|1;1165009,1;5000000|12128;220|6;5000,0.08,3,1
301376,45,2;1013;3|2;1027;3|2;1045;3,1;12000000|12128;320|6;12000,0.12,4,2
301376,50,3;900104|3;900304|3;900004,1;25000000|12128;500|6;25000,0.2,5,3
301382,20,3;900209|3;900409|3;900009,1;200000|12102;20|6;200,0.01,1,0
301382,25,1;2163008|1;2124508|1;2024008,1;500000|12102;50|6;500,0.02,1,0
301382,30,2;1033;4|2;1020;4|2;1027;4,1;1000000|12102;90|6;1000,0.03,2,0
301382,35,3;900211|3;900411|3;900512,1;2000000|12102;150|6;2000,0.04,2,0
301382,40,1;2165009|1;2121509|1;2026009,1;5000000|12102;220|6;5000,0.08,3,1
