副本ID,关卡名,关卡背景资源,战斗波数,过关金币（每一关胜利的获得）,过关宝可梦经验（每一关胜利的获得）,过关主角经验（每一关胜利的获得）,"关卡可能掉落的道具，格式为 掉率,道具ID,数量|其它…",挂机获得金币，单位每分钟,挂机获得宠物经验，单位每分钟,挂机人物经验（单位：分钟）不用收取，自动获得，经验到达等级后自动升级，在线离线都增加,挂机金币上限,挂机经验上限,阵型,BOSS（1为boss，不填或0为普通）,自动战力
4492,,6,5,93600,247740,3000,"100,700306,1|100,12001,3|100,12002,8|100,10702,1",12526,6845,975,18037440,9856800,119,0,73920000
4493,,6,5,93600,247750,3000,"100,700307,1|100,12001,3|100,12002,8|100,10702,1",12526,6845,975,18037440,9856800,219,0,73942500
4494,,6,5,93600,247760,3000,"100,700308,1|100,12001,3|100,12002,8|100,10702,1",12526,6846,975,18037440,9858240,319,0,73965000
4495,,6,3,93600,247770,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6846,975,18037440,9858240,419,1,73987500
4496,,7,5,93600,247780,3000,"100,700405,1|100,12001,3|100,12002,8|100,10702,1",12526,6846,975,18037440,9858240,19,0,74010000
4497,,7,5,93600,247790,3000,"100,700406,1|100,12001,3|100,12002,8|100,10702,1",12526,6847,975,18037440,9859680,119,0,74032500
4498,,7,5,93600,247800,3000,"100,700407,1|100,12001,3|100,12002,8|100,10702,1",12526,6847,975,18037440,9859680,219,0,74055000
4499,,7,5,93600,247810,3000,"100,700408,1|100,12001,3|100,12002,8|100,10702,1",12526,6847,975,18037440,9859680,319,0,74077500
4500,,7,5,93600,247820,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6847,975,18037440,9859680,419,1,74100000
4501,,7,5,95400,247830,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6848,976,18037440,9861120,21,0,74122500
4502,,7,5,95400,247840,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6848,976,18037440,9861120,121,0,74145000
4503,,7,5,95400,247850,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6848,976,18037440,9861120,221,0,74167500
4504,,7,5,95400,247860,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6848,976,18037440,9861120,321,0,74190000
4505,,7,5,95400,247870,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6849,976,18037440,9862560,421,1,74212500
4506,,7,5,95400,247880,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6849,976,18037440,9862560,21,0,74235000
4507,,7,4,95400,247890,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6849,976,18037440,9862560,121,0,74257500
4508,,7,5,95400,247900,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6850,976,18037440,9864000,221,0,74280000
4509,,7,4,95400,247910,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6850,976,18037440,9864000,321,0,74302500
4510,,7,5,95400,247920,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6850,976,18037440,9864000,421,1,74325000
4511,,7,3,95400,247930,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6850,976,18037440,9864000,21,0,74347500
4512,,7,5,95400,247940,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6851,976,18037440,9865440,121,0,74370000
4513,,7,5,95400,247950,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6851,976,18037440,9865440,221,0,74392500
4514,,7,5,95400,247960,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6851,976,18037440,9865440,321,0,74415000
4515,,7,5,95400,247970,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6851,976,18037440,9865440,421,1,74437500
4516,,8,5,95400,247980,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6852,976,18037440,9866880,21,0,74460000
4517,,8,5,95400,247990,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6852,976,18037440,9866880,121,0,74482500
4518,,8,4,95400,248000,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6852,976,18037440,9866880,221,0,74505000
4519,,8,5,95400,248010,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6852,976,18037440,9866880,321,0,74527500
4520,,8,5,95400,248020,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6853,976,18037440,9868320,421,1,74550000
4521,,8,5,95400,248030,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6853,977,18037440,9868320,21,0,74572500
4522,,8,5,95400,248040,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6853,977,18037440,9868320,121,0,74595000
4523,,8,5,95400,248050,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6854,977,18037440,9869760,221,0,74617500
4524,,8,3,95400,248060,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6854,977,18037440,9869760,321,0,74640000
4525,,8,5,95400,248070,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6854,977,18037440,9869760,421,1,74662500
4526,,8,5,95400,248080,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6854,977,18037440,9869760,21,0,74685000
4527,,8,5,95400,248090,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6855,977,18037440,9871200,121,0,74707500
4528,,8,5,95400,248100,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6855,977,18037440,9871200,221,0,74730000
4529,,8,5,95400,248110,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6855,977,18037440,9871200,321,0,74752500
4530,,8,5,95400,248120,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6855,977,18037440,9871200,421,1,74775000
4531,,8,5,95400,248130,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6856,977,18037440,9872640,21,0,74797500
4532,,8,5,95400,248140,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6856,977,18037440,9872640,121,0,74820000
4533,,8,5,95400,248150,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6856,977,18037440,9872640,221,0,74842500
4534,,8,5,95400,248160,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6857,977,18037440,9874080,321,0,74865000
4535,,8,5,95400,248170,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6857,977,18037440,9874080,421,1,74887500
4536,,9,4,95400,248180,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6857,977,18037440,9874080,21,0,74910000
4537,,9,5,95400,248190,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6857,977,18037440,9874080,121,0,74932500
4538,,9,4,95400,248200,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6858,977,18037440,9875520,221,0,74955000
4539,,9,5,95400,248210,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6858,977,18037440,9875520,321,0,74977500
4540,,9,3,95400,248220,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6858,977,18037440,9875520,421,1,75000000
4541,,9,5,95400,248230,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6858,978,18037440,9875520,21,0,75022500
4542,,9,5,95400,248240,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6859,978,18037440,9876960,121,0,75045000
4543,,9,5,95400,248250,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6859,978,18037440,9876960,221,0,75067500
4544,,9,5,95400,248260,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6859,978,18037440,9876960,321,0,75090000
4545,,9,5,95400,248270,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6860,978,18037440,9878400,421,1,75112500
4546,,9,5,95400,248280,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6860,978,18037440,9878400,21,0,75135000
4547,,9,4,95400,248290,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6860,978,18037440,9878400,121,0,75157500
4548,,9,5,95400,248300,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6860,978,18037440,9878400,221,0,75180000
4549,,9,5,95400,248310,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6861,978,18037440,9879840,321,0,75202500
4550,,9,5,95400,248320,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6861,978,18037440,9879840,421,1,75225000
4551,,9,5,95400,248330,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6861,978,18037440,9879840,21,0,75247500
4552,,9,5,95400,248340,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6861,978,18037440,9879840,121,0,75270000
4553,,9,3,95400,248350,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6862,978,18037440,9881280,221,0,75292500
4554,,9,5,95400,248360,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6862,978,18037440,9881280,321,0,75315000
4555,,9,5,95400,248370,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6862,978,18037440,9881280,421,1,75337500
4556,,10,5,95400,248380,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6862,978,18037440,9881280,21,0,75360000
4557,,10,5,95400,248390,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6863,978,18037440,9882720,121,0,75382500
4558,,10,5,95400,248400,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6863,978,18037440,9882720,221,0,75405000
4559,,10,5,95400,248410,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6863,978,18037440,9882720,321,0,75427500
4560,,10,5,95400,248420,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6864,978,18037440,9884160,421,1,75450000
4561,,10,5,95400,248430,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6864,979,18037440,9884160,21,0,75472500
4562,,10,5,95400,248440,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6864,979,18037440,9884160,121,0,75495000
4563,,10,5,95400,248450,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6864,979,18037440,9884160,221,0,75517500
4564,,10,5,95400,248460,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6865,979,18037440,9885600,321,0,75540000
4565,,10,4,95400,248470,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6865,979,18037440,9885600,421,1,75562500
4566,,10,5,95400,248480,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6865,979,18037440,9885600,21,0,75585000
4567,,10,4,95400,248490,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6865,979,18037440,9885600,121,0,75607500
4568,,10,5,95400,248500,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6866,979,18037440,9887040,221,0,75630000
4569,,10,3,95400,248510,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6866,979,18037440,9887040,321,0,75652500
4570,,10,5,95400,248520,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6866,979,18037440,9887040,421,1,75675000
4571,,10,5,95400,248530,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6867,979,18037440,9888480,21,0,75697500
4572,,10,5,95400,248540,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6867,979,18037440,9888480,121,0,75720000
4573,,10,5,95400,248550,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6867,979,18037440,9888480,221,0,75742500
4574,,10,5,95400,248560,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6867,979,18037440,9888480,321,0,75765000
4575,,10,5,95400,248570,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6868,979,18037440,9889920,421,1,75787500
4576,,11,4,95400,248580,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6868,979,18037440,9889920,21,0,75810000
4577,,11,5,95400,248590,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6868,979,18037440,9889920,121,0,75832500
4578,,11,5,95400,248600,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6868,979,18037440,9889920,221,0,75855000
4579,,11,5,95400,248610,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6869,979,18037440,9891360,321,0,75877500
4580,,11,5,95400,248620,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6869,979,18037440,9891360,421,1,75900000
4581,,11,5,95400,248630,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6869,980,18037440,9891360,21,0,75922500
4582,,11,3,95400,248640,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6870,980,18037440,9892800,121,0,75945000
4583,,11,5,95400,248650,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6870,980,18037440,9892800,221,0,75967500
4584,,11,5,95400,248660,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6870,980,18037440,9892800,321,0,75990000
4585,,11,5,95400,248670,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6870,980,18037440,9892800,421,1,76012500
4586,,11,5,95400,248680,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6871,980,18037440,9894240,21,0,76035000
4587,,11,5,95400,248690,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6871,980,18037440,9894240,121,0,76057500
4588,,11,5,95400,248700,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6871,980,18037440,9894240,221,0,76080000
4589,,11,5,95400,248710,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6871,980,18037440,9894240,321,0,76102500
4590,,11,5,95400,248720,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6872,980,18037440,9895680,421,1,76125000
4591,,11,5,95400,248730,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6872,980,18037440,9895680,21,0,76147500
4592,,11,5,95400,248740,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6872,980,18037440,9895680,121,0,76170000
4593,,11,5,95400,248750,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6872,980,18037440,9895680,221,0,76192500
4594,,11,4,95400,248760,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6873,980,18037440,9897120,321,0,76215000
4595,,11,5,95400,248770,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6873,980,18037440,9897120,421,1,76237500
4596,,12,4,95400,248780,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6873,980,18037440,9897120,21,0,76260000
4597,,12,5,95400,248790,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6874,980,18037440,9898560,121,0,76282500
4598,,12,3,95400,248800,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6874,980,18037440,9898560,221,0,76305000
4599,,12,5,95400,248810,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6874,980,18037440,9898560,321,0,76327500
4600,,12,5,95400,248820,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6874,980,18037440,9898560,421,1,76350000
4601,,12,5,97200,248830,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6875,981,18037440,9900000,23,0,76372500
4602,,12,5,97200,248840,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6875,981,18037440,9900000,123,0,76395000
4603,,12,5,97200,248850,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6875,981,18037440,9900000,223,0,76417500
4604,,12,5,97200,248860,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6875,981,18037440,9900000,323,0,76440000
4605,,12,4,97200,248870,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6876,981,18037440,9901440,423,1,76462500
4606,,12,5,97200,248880,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6876,981,18037440,9901440,23,0,76485000
4607,,12,5,97200,248890,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6876,981,18037440,9901440,123,0,76507500
4608,,12,5,97200,248900,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6877,981,18037440,9902880,223,0,76530000
4609,,12,5,97200,248910,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6877,981,18037440,9902880,323,0,76552500
4610,,12,5,97200,248920,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6877,981,18037440,9902880,423,1,76575000
4611,,12,3,97200,248930,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6877,981,18037440,9902880,23,0,76597500
4612,,12,5,97200,248940,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6878,981,18037440,9904320,123,0,76620000
4613,,12,5,97200,248950,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6878,981,18037440,9904320,223,0,76642500
4614,,12,5,97200,248960,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6878,981,18037440,9904320,323,0,76665000
4615,,12,5,97200,248970,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6878,981,18037440,9904320,423,1,76687500
4616,,13,5,97200,248980,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6879,981,18037440,9905760,23,0,76710000
4617,,13,5,97200,248990,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6879,981,18037440,9905760,123,0,76732500
4618,,13,5,97200,249000,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6879,981,18037440,9905760,223,0,76755000
4619,,13,5,97200,249010,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6880,981,18037440,9907200,323,0,76777500
4620,,13,5,97200,249020,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6880,981,18037440,9907200,423,1,76800000
4621,,13,5,97200,249030,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6880,982,18037440,9907200,23,0,76822500
4622,,13,5,97200,249040,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6880,982,18037440,9907200,123,0,76845000
4623,,13,4,97200,249050,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6881,982,18037440,9908640,223,0,76867500
4624,,13,5,97200,249060,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6881,982,18037440,9908640,323,0,76890000
4625,,13,4,97200,249070,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6881,982,18037440,9908640,423,1,76912500
4626,,13,5,97200,249080,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6881,982,18037440,9908640,23,0,76935000
4627,,13,3,97200,249090,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6882,982,18037440,9910080,123,0,76957500
4628,,13,5,97200,249100,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6882,982,18037440,9910080,223,0,76980000
4629,,13,5,97200,249110,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6882,982,18037440,9910080,323,0,77002500
4630,,13,5,97200,249120,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6882,982,18037440,9910080,423,1,77025000
4631,,13,5,97200,249130,3000,"100,700305,1|100,12001,3|100,12002,9|100,10702,1",12526,6883,982,18037440,9911520,23,0,77047500
4632,,13,5,97200,249140,3000,"100,700306,1|100,12001,3|100,12002,9|100,10702,1",12526,6883,982,18037440,9911520,123,0,77070000
4633,,13,5,97200,249150,3000,"100,700307,1|100,12001,3|100,12002,9|100,10702,1",12526,6883,982,18037440,9911520,223,0,77092500
4634,,13,4,97200,249160,3000,"100,700308,1|100,12001,3|100,12002,9|100,10702,1",12526,6884,982,18037440,9912960,323,0,77115000
4635,,13,5,97200,249170,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6884,982,18037440,9912960,423,1,77137500
4636,,14,5,97200,249180,3000,"100,700405,1|100,12001,3|100,12002,9|100,10702,1",12526,6884,982,18037440,9912960,23,0,77160000
4637,,14,5,97200,249190,3000,"100,700406,1|100,12001,3|100,12002,9|100,10702,1",12526,6884,982,18037440,9912960,123,0,77182500
4638,,14,5,97200,249200,3000,"100,700407,1|100,12001,3|100,12002,9|100,10702,1",12526,6885,982,18037440,9914400,223,0,77205000
4639,,14,5,97200,249210,3000,"100,700408,1|100,12001,3|100,12002,9|100,10702,1",12526,6885,982,18037440,9914400,323,0,77227500
4640,,14,3,97200,249220,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6885,982,18037440,9914400,423,1,77250000
4641,,14,5,97200,249230,3000,"100,700105,1|100,12001,3|100,12002,9|100,10702,1",12526,6885,983,18037440,9914400,23,0,77272500
4642,,14,5,97200,249240,3000,"100,700106,1|100,12001,3|100,12002,9|100,10702,1",12526,6886,983,18037440,9915840,123,0,77295000
4643,,14,5,97200,249250,3000,"100,700107,1|100,12001,3|100,12002,9|100,10702,1",12526,6886,983,18037440,9915840,223,0,77317500
4644,,14,5,97200,249260,3000,"100,700108,1|100,12001,3|100,12002,9|100,10702,1",12526,6886,983,18037440,9915840,323,0,77340000
4645,,14,5,97200,249270,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6887,983,18037440,9917280,423,1,77362500
4646,,14,5,97200,249280,3000,"100,700205,1|100,12001,3|100,12002,9|100,10702,1",12526,6887,983,18037440,9917280,23,0,77385000
4647,,14,5,97200,249290,3000,"100,700206,1|100,12001,3|100,12002,9|100,10702,1",12526,6887,983,18037440,9917280,123,0,77407500
4648,,14,5,97200,249300,3000,"100,700207,1|100,12001,3|100,12002,9|100,10702,1",12526,6887,983,18037440,9917280,223,0,77430000
4649,,14,5,97200,249310,3000,"100,700208,1|100,12001,3|100,12002,9|100,10702,1",12526,6888,983,18037440,9918720,323,0,77452500
4650,,14,5,97200,249320,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6888,983,18037440,9918720,423,1,77475000
